code,Profit contribution,Net interest income,Intermediate income,Deposit and finance daily
1620,1028.26,40.56,1576.42,3513.56
1621,775.88,11.58,1038.74,940.5
1622,1633.18,902.58,1444.46,80050.88
1623,12241.46,16215.96,1084.02,1439765.54
1624,-18.14,1.54,1.08,48.74
1625,846.1,803.56,746.88,71262.42
1626,765.04,474.22,638.72,42015.88
1627,54.1,86.44,16.1,7584.82
1628,1936.56,244.42,2575.38,21613.68
1629,8641.86,11001.46,1019.92,976758.06
1630,6850.52,3151.32,1748.7,281621.64
1631,5812.1,8516.38,1,756101.18
1632,35852.78,56304.62,1133.08,4999330.74
1633,1093.94,16.94,1717.94,1414.58
1634,113.02,53.36,129.2,4649.16
1635,14581.7,20707.92,23.64,1838617.8
1636,2180.06,2798.66,331.18,248409.6
1637,107.18,24.9,159.68,2124.08
1638,780.34,31.14,1114.16,2676.58
1639,619.78,1,1953.64,1
1640,1228.62,638.56,1087.84,56610.5
1641,-11.5,2.22,8.54,108.92
1642,-78.9,1.5,1,42.5
1643,-5.58,1,3.82,1
1644,68.78,5.98,114.2,441.4
1645,747.1,215.38,1057.56,19035.3
1646,691292.56,124162.18,1,1.22
1647,774.82,90.44,1036.84,7943.38
1648,119.6,62.9,280.06,5497.52
1649,631.88,572.62,585.9,50757.48
1650,16.4,67.5,1,5906.42
1651,135.78,133.9,123.64,11801.48
1652,141.68,209.06,1,18474.2
1653,4176.48,2169.72,1750.06,207922.8
1654,47599.14,70671.58,1187.78,6275006.58
1655,-20.9,97.42,1,8581.04
1656,7477.72,10263.92,359.02,911268.32
1657,218049.4,333431.88,2362.88,37134433.08
1658,4430.58,6004.04,423.64,533022.8
1659,-3.86,24.72,1,2105.6
1660,299.3,52.46,378.36,4569.7
1661,368.32,10.84,727.36,874.3
1662,3814.54,4615.46,1953.84,409728.08
1663,1780.24,1448.9,1133.08,128565.58
1664,143.08,1.24,219.56,24.38
1665,875.72,411.8,1000.98,36478.44
1666,-30.94,1,1,3
1667,-79.22,1.12,1,6.84
1668,336.24,209.26,378.36,18492.64
1669,382.86,223.84,368.98,19785.96
1670,363.5,121.32,387.8,10682.76
1671,-24.34,1.12,1,12
1672,-26.8,1.64,8.54,60.94
1673,148.14,270.08,1,21512.86
1674,387.08,31.7,680.2,2729.92
1675,28993.52,34104.84,8402.36,4038149.32
1676,3211.6,760.46,2417.96,67437.22
1677,134.64,208.84,1,18453.96
1678,37.5,9,105.72,711.56
1679,-21.14,1.28,1,43.74
1680,6867.32,9647.6,76.46,856542.98
1681,15447.34,3845.2,21747.18,341334.48
1682,14.36,20.56,48.48,1737.86
1683,1029.66,124.92,1323.64,11002.84
1684,44764.74,10471,3444.36,1009689.46
1685,4304.1,1420.36,4844.48,126027.72
1686,-79.18,1.18,1,15.78
1687,27.42,2.64,121.74,146.6
1688,97048.48,347072.48,1312.34,26852427.64
1689,-16.12,1.36,1,26.68
1690,20301.52,30202.74,5631.22,2681681.76
1691,1648.74,651,1706.82,57715.44
1692,781.98,270.9,1117.94,23966.82
1693,-28.82,1.36,1,31.5
1694,9737.9,15056.52,2831.18,1336815.66
1695,702.28,405.32,567.04,35898.98
1696,5578427.48,-165888.46,1,1
1697,107.18,1.44,189.7,39.68
1698,-385181.16,-605501.98,71.88,76838.36
1699,565.48,1069.28,1,254528.86
1700,9051.44,9252.22,4576.6,825243.6
1701,6923.6,9095.3,1750.12,807503.54
1702,730.84,317.9,1098.66,28139.84
1703,1033.04,1023.54,680.2,218530.64
1704,307.26,438.04,1,34223
1705,1171.44,360.76,1608.56,31946.38
1706,60269.78,89345.58,2146.2,7979772.386
1707,-77.02,1.24,1,19.02
1708,851.8,1242.34,1,110218.88
1709,268.02,14.02,555.22,1155.48
1710,956.06,475.46,1189.68,42128.66
1711,-1.82,1,10.84,1.22
1712,845.54,193.1,1038.7,17059.68
1713,1724.94,1098.54,1340.62,97455.98
1714,37.44,18.54,85.9,1555.1
1715,-10.54,1,5.82,1.28
1716,22991.2,10383.72,21987.96,925678.74
1717,1525.12,104.5,2149.12,9190.48
1718,1163.34,1301.08,498.08,115438.48
1719,1011.38,133.74,1323.22,11787.08
1720,15127.46,22483.88,38.74,1991248.32
1721,939.76,116.9,1468.94,10291.14
1722,151.7,126.54,225.56,11147.56
1723,-7.66,1,1.04,1
1724,1019.18,80.06,1387.78,7020.2
1725,53651.26,6732.24,661.44,79635.3
1726,33.98,44.7,89.68,27214.15334
1727,2691.58,2508.62,1457.58,222659.26
1728,-17.92,57.02,1,4973.38
1729,844.94,185.46,1010.42,16382.18
1730,992.52,193.54,1331.2,17094.76
1731,946.52,174.7,1453.88,15423.62
1732,751772.84,1022958.64,129619.92,167057493.1
1733,1121.26,401.82,1276.48,35588.88
1734,1560.9,124.68,2068.88,10983
1735,-26.4,1,1,9.06
1736,-9.86,1.2,1,17.02
1737,13.9,1,29.3,1
1738,3928.26,4553.78,3625.56,404252.58
1739,676.78,1221.74,1.04,300001
1740,802.58,1118.28,19.86,99206.9
1741,134574,106313.36,38175.94,217281.46
1742,2907.2,3407.28,784.02,302450.38
1743,983.52,1470.4,1,130472.96
1744,1315.66,70.54,1953.78,6176
1745,1216536.38,1384921.04,21980.16,640542.84
1746,105.9,5.68,191.9,417.54
1747,18.72,1.86,48.18,77.62
1748,2120.82,156.02,2886.96,13763.6
1749,2220.4,3065.38,1,272094.34
1750,627.94,10.64,1055.84,854.02
1751,55953.88,113181.44,3785.98,10049557.44
1752,1532225.9,2204106.96,1,260879150.2
1753,-9.2,11.1,1,899.24
1754,5026,3233.3,3978.38,287003.44
1755,6713121.64,8433784.8,39555.38,147352270.8
1756,16893.94,30162.48,584.76,4178046.72
1757,300.8,252.62,308.56,22342.1
1758,357.88,79.46,470.9,6968.96
1759,1162.12,1357.08,567.04,120411.92
1760,2231.66,4770.28,2317.32,423477.3
1761,111431.22,167291.78,9028.86,15082926.41
1762,-63.38,25.2,1,1895.06
1763,457.84,2.62,640.8,143.58
1764,1506.92,42176.82,780.26,124985.2
1765,-20.8,1.84,153.48,114.98
1766,274.14,4.06,393.46,272.78
1767,-27.28,23.32,227.42,1983.86
1768,19220.18,28886.02,699.12,2564766.34
1769,5887.82,9399.24,370.8,834496.28
1770,800.34,61.68,1157.6,5386.02
1771,270.14,118.96,378.36,10471.9
1772,1046,574.52,953.84,50921.98
1773,23.76,79.84,1,7002.22
1774,-22.34,90.72,1,7025.52
1775,117.08,5.58,281.78,406.36
1776,1763.5,1311.7,1485.9,116381.34
1777,88054.28,119520.04,1089.7,10612365.78
1778,750.8,79.6,944.4,6982.32
1779,1181.64,1369.28,533.42,121491.56
1780,1167.96,759.64,944.4,67361.06
1781,-5.86,22.06,1,1873.1
1782,514.8,1.28,707.58,22.8
1783,24543.08,32117.34,2260.14,2851683.5
1784,140.38,4.94,352.18,353.2
1785,207666.4,296968.78,6322.08,26368459.56
1786,112.38,36.8,156.6,3178.74
1787,1438.24,317.94,1842.5,28142.08
1788,129.7,68.88,272.72,6025.68
1789,1812.66,2119.16,472.76,188076.68
1790,1494.32,351.44,3238.76,31116.08
1791,945.58,764.86,797.14,70045.08222
1792,1277.9,517.8,1397.18,45886.78
1793,-40.58,1,1.48,1.5
1794,3611.84,6601.74,1,1086096.92
1795,285.4,20.84,378.36,1763.36
1796,449.42,120.18,546.86,10582.52
1797,992.82,915.88,1051.94,81235.98
1798,1982.88,248.46,2849.98,22022.22
1799,-9.38,1.4,1,39.64
1800,151,223.82,1,19787.06
1801,162.26,217.44,31.18,19219.32
1802,-32.88,1,2.74,1.24
1803,106576.34,156242.62,1,13873059.58
1804,4007.46,2750.14,3544.4,244106.14
1805,1206.92,1327.32,897.26,117768.4
1806,193.02,70.06,391.32,6132.6
1807,2549.18,2435.34,1308.5,216150.36
1808,58.56,1.02,95.36,1
1809,178.04,216.56,95.34,17365.2
1810,10275.98,15983.42,1,1419120.54
1811,193360.88,196637.76,1485.9,2729144.22
1812,6332.32,9913.1,680.22,873370.2
1813,191.26,6.44,299.18,481.84
1814,106.44,200.5,180.24,17715.74
1815,1532.78,1223.64,944.4,108562.28
1816,11766.64,18254.84,117.96,1620803.2
1817,1566.26,884.72,1802.98,78467.82
1818,307.48,170.2,367.04,15022.84
1819,316.74,22.14,491.74,1876.96
1820,50.06,104.78,1,9215.62
1821,147.66,108.7,167.06,9564.16
1822,13660.2,20169.22,897.22,1790784.5
1823,265.9,48.66,364.68,4233.58
1824,22.76,1,38.84,1
1825,37.7,3.5,85.9,223.46
1826,-53.96,9.74,2.08,779.5
1827,687.56,48.9,1067,4252.46
1828,298294.36,221973.12,1857.58,1102954.4
1829,-16.5,7.76,1,599.58
1830,-8.46,18.48,1,1554.86
1831,38.1,3.7,85.9,241.26
1832,1357.2,2067.08,1,183451.88
1833,59.3,1.1,112.32,9.26
1834,8348.86,13029.6,1,2244836.24
1835,393.84,7.86,567,609.94
1836,687.12,30.7,1170.76,2636.1
1837,1106.96,203.36,1584,17970.82
1838,238.2,547.42,1,48519.86
1839,-29.2,3.56,1,227.6
1840,1527.36,1275.42,944.4,113157.94
1841,118430.22,202180.16,529.3,146726.12
1842,1904.1,550.54,2427.5,48795.48
1843,2116.06,1564,1425.58,138783.8
1844,84.04,102.36,70.82,8998.78
1845,55638.14,83218.62,284.08,7389083.46
1846,8184.06,13435.4,25.54,1804727.78
1847,667.68,33.04,897.22,2844.14
1848,62.86,29.74,96.56,2552.82
1849,8055.22,10130.64,1274.58,899431.46
1850,-15.66,1.24,1,19.04
1851,-95.58,20.24,7.9,1706.66
1852,-10.44,1,5.1,1.08
1853,12.46,4.12,31.2,280.22
1854,2128.36,2232.4,1529.36,198129.88
1855,24386.64,52698.4,1,43243094.92
1856,418.1,8.8,567.04,691.12
1857,26296.6,39326.4,1,6033594.44
1858,2995.28,14,1985.48,1154.88
1859,159.46,250.16,1,22121.8
1860,7829.56,10708.02,1104.78,1352395.76
1861,1163.04,698.76,1635.04,61954.58
1862,672.12,966.1,1,85692.82
1863,797.6,214.86,935.02,18987.86
1864,32,32.62,161.38,2811.9
1865,18739.56,24582.8,940.58,2182674.94
1866,539.24,60.68,850.12,5298.68
1867,30.18,71.24,1,6234.8
1868,-78.94,1.44,1,41.42
1869,435.72,189.42,423.66,16732.08
1870,727.12,9,1036.84,712.08
1871,322.74,89.24,378.36,7832.86
1872,98475.44,2220.96,655.74,197118.36
1873,-9,2.34,1,124.02
1874,397.76,314.34,265.14,27822.82
1875,-21.74,3.56,1,232.12
1876,541.12,177.16,687.84,15642.24
1877,1381.84,465.06,1706.7,41204.66
1878,76533.74,103539.92,657.6,9193460.14
1879,14721.98,19728.34,1,2302846.94
1880,1821.92,1396.96,1463.26,123950.08
1881,309563.64,447870.36,6517.28,209184.22
1882,3947.34,5126.3,1180.26,455091.14
1883,2742.96,737.56,4640.64,65398.7
1884,3093.98,1789.34,2489.68,158793.22
1885,211.7,41.56,284.04,3605.32
1886,1105.42,524.76,1076.46,46504.88
1887,1156.9,494.56,1289.68,43824.7
1888,751.06,365.04,729.3,32323.36
1889,-21.54,1.2,19.88,17.58
1890,216.48,91.98,322.1,8079.64
1891,636.42,1093.76,214.82,97212.94
1892,75.14,1.72,116.34,65.68
1893,298.54,61.82,397.24,5400.32
1894,-57.62,4.12,20.32,277.46
1895,174.88,11.1,434.2,893.82
1896,4417.2,3585.96,3104.86,318315.6
1897,3352.98,1,2029.3,1
1898,5.88,1,10.48,1
1899,429.08,76.02,565.12,6659.82
1900,-0.18,1,1.04,1
1901,434.96,584.22,442.56,51783.62
1902,1000.64,62.5,1434.92,5458.7
1903,469.72,701.62,1,54864.62
1904,457.84,13.72,631.24,1128.24
1905,127.9,1.36,208.58,29.94
1906,723.82,522.68,497.22,46321.32
1907,24617.76,33406.3,1,2615807.76
1908,291.34,1.98,435.14,86.86
1909,-75.94,3.08,1.28,185.92
1910,498.14,81.26,652.02,7126.88
1911,3484.4,3423.92,1953.88,303931.38
1912,69.54,1,95.34,1
1913,488.46,8.32,680.2,651.02
1914,456.66,53.04,614.22,4623.68
1915,55.68,1.98,104.76,87.92
1916,-14.54,1,1.06,1.06
1917,1239.66,178.98,1576.42,15803.28
1918,167071.86,264465.34,1316.96,23482403.94
1919,6857.62,8238.42,1352,731420.5
1920,-45.22,53.58,1,4667.6
1921,36785.08,39985.8,13664.58,4255903.62
1922,3056.44,3389.46,1112.3,300868.48
1923,4143.7,4183.9,1997.24,371410.24
1924,1262.88,1592.98,934.94,141330.92
1925,-23.42,1,1,1.4
1926,-18.14,1,1.96,1.02
1927,12.16,28.14,7.9,2411.1
1928,-159.16,1,1,3.64
1929,-6.18,6.2,1,458.86
1930,176.34,45.04,340.6,3676.74
1931,21870.62,21688.26,2516.12,160310.6133
1932,31.04,1,151.94,2.04
1933,849.58,1123.22,316.86,99643.76
1934,17461.72,24212.88,1246.24,2149835.14
1935,-10.34,9.52,1,668.24
1936,9585.78,13996.62,10.44,1242706.72
1937,1069.22,481.8,1227.4,42692.38
1938,773730.3,1069837.98,645.26,94993311.98
1939,144.72,113.04,117.36,9948.72
1940,-68.6,2.84,1,163.06
1941,258.74,390.3,38.72,34563.28
1942,126.46,12.76,179.02,1045.18
1943,588.54,57.98,992.34,5058.54
1944,-2.3,1,10.44,1.18
1945,893.32,16.64,1650.5,1388.82
1946,80713.34,112781.04,567.04,10014007.2
1947,172,25.82,306.72,2201.9
1948,587.12,338.9,559.5,30005.22
1949,332.14,8.66,902.9,679.28
1950,151.92,1.72,240.64,64.08
1951,736.56,183.16,1006.88,16172.94
1952,59.26,1.2,170.84,21.4
1953,-23.08,1.46,1,40.12
1954,11.18,1.46,48.18,41.04
1955,1907.58,2259.54,501,200541.8
1956,1494.46,609.98,1474.64,54072.26
1957,6462.18,6413.02,29.32,569336.28
1958,2271.96,963.22,2363.3,85435.62
1959,-14.88,3.78,1,239.56
1960,365.1,31.12,492.22,2672.08
1961,818.14,235.56,1057.66,20829.28
1962,341.42,132.1,585.9,11642.38
1963,28.18,77.44,212.34,6788.68
1964,4336.32,4110.3,3131.2,364873.48
1965,48581.3,29768.58,6081.64,3098097.98
1966,1245.16,1642.82,487.78,145783.18
1967,12852.6,17010.26,1133.96,1510295.38
1968,1565.06,679.84,1816.08,60279.6
1969,8100.9,8903.48,1968.92,790472
1970,27.24,1.06,48.18,5.16
1971,4.02,1,19.86,1
1972,462.56,20.62,680.2,1743.56
1973,1282.8,1556.78,1125.52,138143.18
1974,291.48,121.1,925.54,10663.28
1975,13766.8,20539.62,2114.22,1823669.8
1976,753.5,462.8,576.48,41004.52
1977,-37.8,1.62,1,55.62
1978,-13.8,1,2.88,1.02
1979,42.9,6.86,85.9,521.1
1980,2912.58,938.12,3847.98,83208.48
1981,1024885.76,-30437.34,1,1
1982,63653.66,96272.54,821.78,8548171
1983,236.96,333.8,1,29549.5
1984,-66.66,1.52,37.22,44.32
1985,427.26,145.7,563.22,12849.6
1986,683.46,76.1,1034.94,6668.78
1987,-8.64,3.88,95.34,251.92
1988,292.1,464.84,19.86,41185.86
1989,-27.74,1,1,4.86
1990,1132.16,1143.76,963.56,100913.02
1991,1307.04,1917.82,1,150099.04
1992,58657.04,84990.2,1,7546389.38
1993,-42.9,5.64,1.58,412.1
1994,346.98,192.84,364.26,17035.26
1995,-18.2,1.42,1,40.24
1996,-103.26,1.1,2.9,11.3
1997,-47.24,50.74,1,4418.32
1998,-28.52,1,30.68,1.66
1999,-73.42,6.88,1,522.24
2000,-79.26,1,1,2.5
2001,1823.72,831.8,1670.8,73768.24
2002,708.94,84.2,1057.56,7389.1
2003,-15.18,1.86,1,73.22
2004,2426.42,2646.7,944.4,237308.96
2005,-35.8,26.48,23.64,2264.46
2006,-62.66,30.28,1,2600.7
2007,50.1,109.08,1,9595.56
2008,-28.12,10.7,8.42,862.22
2009,-3.72,1,1.08,1
2010,18894.6,21052,5546.3,1869168.52
2011,17404,21158.38,2923.68,1878612.16
2012,4.06,5.16,96.76,367.78
2013,365.86,279,302.88,24685.18
2014,1383.86,1412.84,567.04,125361.52
2015,5889.6,9260.06,1,820928.6
2016,53995.06,82591.76,359.46,7333378.64
2017,3716.2,5859.06,1,520152.26
2018,101.16,11.86,168.92,965
2019,1858.38,2310.12,2085.94,205031.26
2020,74.1,7.34,114.2,563.82
2021,-77.6,3.68,1,238.4
2022,1843.34,2163.16,633.5,191983.5
2023,-3.4,1,1.36,1
2024,423.26,284.12,1106.68,25138.26
2025,-14.3,7.78,10.72,603.9
2026,-9.52,1,1.66,1.18
2027,1269.22,1728.76,472.7,153412.22
2028,794.02,736.12,727.48,65271.82
2029,41790.86,35073.7,1538.74,314911.82
2030,-23.2,1.36,1,35.56
2031,63.24,2.74,96.2,156.1
2032,-7.02,1,1.28,1.1
2033,6202.26,9029.98,387.84,801707.06
2034,-7.7,4.16,1,284.52
2035,5442.9,6996.3,868.92,621133.16
2036,17.4,1.04,38.96,4.08
2037,1547.06,128,2090.92,11278.62
2038,1924.52,131.58,2890.04,11594.68
2039,-14.58,1.08,1,6.52
2040,1518.56,769.98,1636.84,68280.74
2041,16.52,72.08,1,6309.42
2042,-24.88,6.82,1,520.52
2043,-5.12,1.04,1,3.82
2044,111.74,1,161.38,1
2045,816.92,511.02,676.54,45288.32
2046,1637.76,1419.14,1418.04,125922.22
2047,62700.48,13837.56,27421.86,1253395.9
2048,478.38,9.3,661.44,735.72
2049,-21.3,1.36,1,30.66
2050,2248.42,2380.18,906.64,211255.14
2051,-17.28,1,1,1.62
2052,33.84,45.18,29.3,3921.88
2053,619.64,262.9,661.34,23257.58
2054,328.66,95.14,567.04,8356.18
2055,821.72,1089.46,89.68,96645.66
2056,60.14,1.24,151.96,21.34
2057,-10.78,1,1,1.46
2058,6022.32,7147.54,3576.5,634558.54
2059,741.42,280.96,840.12,24855.74
2060,746.36,1056.88,1,93753.84
2061,253.2,502.98,1,44572.34
2062,2695,3981.84,1580.28,353470.32
2063,242.1,2.06,378.4,93.4
2064,427.38,5.32,708.54,386.12
2065,1553.82,404.04,2044.4,35787.52
2066,-19.86,1,1,2.74
2067,458.52,13.92,680.2,1147.36
2068,457.8,215.92,446.28,19090.18
2069,4665.5,7477.1,2723.68,663820.54
2070,613.88,67.58,1172.7,5909.92
2071,763.6,1149.06,1,101940.4
2072,431.7,667.32,1,59164.74
2073,10298.2,9111.62,6129.32,808952.64
2074,638.06,210.88,1265.14,18633.14
2075,-21,1,2.86,1.78
2076,1411.4,871.02,1065.14,77252.92
2077,108.94,14.44,170.82,1195.12
2078,4825.38,5156.64,1497.24,457782.02
2079,6452.04,10337.7,865.16,917820.46
2080,15298.28,18550.76,4451.58,1647073.38
2081,41.02,117,5.86,10299.08
2082,5738.54,9640.96,423.64,855952.46
2083,974.54,411.9,1107.64,36484.18
2084,-16.22,2.26,7.7,112.26
2085,1706.88,1594.88,1063.36,141524.28
2086,22.52,77.4,1,7340.795556
2087,-22.78,2,1,89.32
2088,-16.86,1,1,1.86
2089,3.02,22.56,1,1916.08
2090,463.88,7.14,680.2,541.26
2091,51221.88,68299.6,3231.34,6064385.66
2092,1.5,1,10.44,1
2093,-8.94,2.54,1,139.9
2094,16259.12,23098.88,472.7,2006351.28
2095,443.66,814.86,1,200001
2096,1486.16,233.36,2840.66,20629
2097,1646.58,1043.36,1274.58,92556.64
2098,10048.34,15672.34,236.84,1391455.24
2099,964.98,102.68,1331.22,9031.2
2100,-76.48,5.64,1,514.76
2101,-5.3,1.06,1,4.98
2102,106506.66,5661.46,61709.14,542533.14
2103,376.7,64.44,680.3,5635.5
2104,532.7,55.28,889.74,4823.4
2105,250.02,7.1,378.36,543.42
2106,124843.66,145270.24,1076.54,1
2107,75724.5,33602.76,189.68,37795.36
2108,-2.26,1.02,10.44,1.82
2109,5292.08,8221.26,2127.42,729894.78
2110,92.54,143.38,25.9,12641.74
2111,-9.68,1,1.98,1.02
2112,777.16,46.56,1057.56,4046.34
2113,2541.78,1,1887.8,1
2114,376.6,178.84,378.36,15790.8
2115,574.64,879.92,1.38,78044.5
2116,717.64,594.2,1103.18,52684.3
2117,795346.76,1117170.94,1,253834255.2
2118,2762.26,3996.58,29.3,354776.66
2119,-72.94,1,1,1.4
2120,4.88,35.24,1,3042.64
2121,8740.46,10505.42,1431.2,932710.28
2122,33595.38,55256.96,1048.18,4906306.48
2123,1099.98,29.58,1809.02,2536.66
2124,150.84,2.08,338.72,92.54
2125,40.84,132.3,95.34,11664.1
2126,775.04,151.56,1048.18,13367.92
2127,33633.92,9932.44,10425.54,881850.36
2128,282.18,3.48,529.34,221.92
2129,1165,74,2231.16,6481.12
2130,290.86,1,378.36,1
2131,-79.32,1,1,16.4
2132,18237.28,23739.48,1510.44,2107797.06
2133,1031.98,442.84,1089.54,39229.68
2134,-26.24,1.08,1,7
2135,-3.76,1,1.56,1
2136,-28,1,2.88,1.18
2137,-18.4,2.04,8.54,90.82
2138,146.9,10.74,236.84,866.6
2139,415.28,848.72,1,75271.88
2140,502.66,82.6,697.22,7246.22
2141,-9.6,1.12,1,11.02
2142,238.8,20.6,324.86,1742.18
2143,365.62,213.94,363.3,18905.24
2144,501.08,213.6,502.88,18879.2
2145,19091.72,52518.06,456.2,56127.86
2146,-18.94,3.44,1.06,218.62
2147,1034.62,245.64,1218.04,21721.6
2148,-0.18,1,1.04,1
2149,1431.48,1159,944.4,102823.22
2150,560.88,401.6,482.12,35567.3
2151,194.58,40.22,436.84,3486.48
2152,-15.8,1,1,9.8
2153,-83.08,1.02,12.32,3.02
2154,655.26,629.24,567.04,55783.68
2155,408.86,13.42,567,1101.12
2156,-77.78,2.68,1,198.72
2157,336.74,88.52,385.9,7772.16
2158,-13.42,24.36,386.28,2075.86
2159,38651.36,51262.6,3021.74,4551642.94
2160,17.96,26.42,55.72,2258.88
2161,551.02,1203.44,940.66,106769.16
2162,74.7,58.72,127.58,5128.02
2163,486.26,29.12,651.94,2497.32
2164,1231.78,1520.66,1102.88,134934.5
2165,789.12,65.82,2185.92,5757.02
2166,98997.72,74001.24,2320.32,170677.6
2167,1051.72,145.22,1359.52,12803.84
2168,2796.64,1892.4,2193.54,167944.74
2169,102.94,156.2,1,13780.14
2170,-21.74,1,1,1.26
2171,3668.7,1130.16,1460.16,100314.6
2172,925.6,810.04,567.04,71838.54
2173,16377.26,19777.82,2177.64,1756025.36
2174,3409.32,4335.02,1470.68,384829.26
2175,18.4,1,50.36,1
2176,660.16,53.86,1057.56,4694.3
2177,1714.46,661.98,1721.76,58693.04
2178,-57.12,5.4,1,391.74
2179,332.18,124.14,397.22,10933.04
2180,213.64,3.26,422.82,199.12
2181,229.5,276.78,101,24487.02
2182,216963.82,5834.22,283661.38,517946.14
2183,652.56,332.44,604.76,29428.2
2184,111.04,50.9,114.22,4432.06
2185,1085.04,218.84,1340.64,19346.26
2186,866.74,48.52,1170.92,4218.98
2187,1520.24,1006.1,1119.86,89247.84
2188,-10.6,1,1,1.02
2189,559.44,232.92,595.34,20592.24
2190,334.98,21.12,463.26,1785.44
2191,319.34,151.18,385.92,13335
2192,-6.06,1.14,19.86,12.16
2193,32745.86,45227.58,1231.2,4015772.2
2194,370.56,194.04,394.66,17142.32
2195,47.64,2.12,104.78,100.54
2196,1619.32,1295.12,963.26,114910.9
2197,460.5,299.62,567.04,26515.32
2198,-791517.24,133991.96,4458.86,8157.96
2199,1035.76,521.06,1000.98,46177.6
2200,419.04,41.28,567.04,3576.84
2201,-25.28,1,1,1.9
2202,1161.64,176.84,1836.82,15612.42
2203,439.48,814.86,1.06,200001
2204,532.44,638.68,182.16,56623.06
2205,-13.08,4.72,1,333.16
2206,69.06,13,227.68,1065.26
2207,-20.2,1,1.54,1.48
2208,189.88,521.84,302.94,46247.86
2209,834.16,343.16,816.1,30381.96
2210,6872.96,9748.62,1,865515.1
2211,1017.38,1000.94,680.2,216522.94
2212,426.16,20.16,647.86,1699.06
2213,1384.76,162.08,1953.78,14304.7
2214,1841.52,708.92,1974.62,62858.14
2215,20151.64,27698.68,1186.36,2459344.2
2216,791.14,25.72,1162.28,2194.42
2217,373.46,159.4,378.36,14063.46
2218,-75.52,4.42,1,306.3
2219,156144.26,224994.36,567.04,19977682
2220,45869.28,64553.6,1972.74,5731776.14
2221,366.22,19.42,510.46,1633.58
2222,562.38,251.86,750.04,22273.9
2223,-19.86,3.42,1,216.36
2224,340.02,33.08,494.48,2844.88
2225,1253.36,506.26,1580.22,44867.26
2226,-17.76,2.06,1,93.36
2227,716.52,17.8,982.12,1488.88
2228,71.26,87.92,115.72,7716.34
2229,-15.62,30.88,42.52,2654.92
2230,5243.66,5966.46,2195.38,529688.56
2231,1324.44,352.44,1555.6,39540.57334
2232,6109.82,10091.46,284.02,895954.8
2233,-11.7,1,1,1.54
2234,288.04,185.08,416.1,16346.2
2235,-19.8,12.52,1,1021.06
2236,1825.18,1076.58,1648.18,95501.96
2237,4301.04,5446.82,442.56,483550.34
2238,1013.64,295.2,1465.12,26120.82
2239,3544.56,4024.48,765.14,357255
2240,301.74,173.56,387.78,15321.76
2241,10.98,38.34,1,3319.42
2242,683,6.54,944.4,490.26
2243,-16.12,1.36,1,27.76
2244,46.6,2.62,85.9,148.02
2245,12951.46,17094.16,567.04,1517744.4
2246,-20.56,1,5.1,3.66
2247,-12.76,1,2.88,1.36
2248,10669.38,11977.02,2281.74,1063376.7
2249,9762.88,13712.44,1633.16,1217473.56
2250,-0.72,1.06,1,5.88
2251,596.06,52.2,965.94,4545.96
2252,111.7,1,161.38,1
2253,122871.9,109189.48,19331.16,609060.04
2254,43527.32,59075.8,3438.8,5245387.72
2255,380.96,40.1,689.64,3477.4
2256,-11.54,1.08,1.12,6.56
2257,909.98,670.92,651.94,59482.94
2258,405.04,172.46,397.22,15224.7
2259,3326620.36,446236.8,1,1
2260,-72.56,11.4,1,920.72
2261,46.14,3.42,85.9,219.08
2262,474.1,139.14,644.14,12266.36
2263,-12,1.02,11.16,3.52
2264,-4.76,1,1.18,1
2265,1252.9,114.74,1840.62,10098.94
2266,9572.92,12158.82,1259.56,1079522.84
2267,11465.72,1,1,1
2268,40.98,18.52,117.98,1552.06
2269,-8.72,10.46,1,844.6
2270,716.42,140.04,1024.88,12346
2271,402.84,562.46,85.9,49855.4
2272,727.46,15.2,1027.38,1261.72
2273,-27.62,1.22,1,21.7
2274,12055.48,15400.14,3789.66,1589722.44
2275,469.74,6.08,699.14,450.96
2276,242.86,5.9,378.36,437.68
2277,15.9,145.32,1,11303.66
2278,74.46,281.34,1,24895.9
2279,-44.08,54.34,1,4177.34
2280,293.62,45.74,1509.82,3973.38
2281,5572.4,7441.76,1889.7,660682.66
2282,557.9,613.02,233.08,54347.32
2283,7741.18,11608.12,2282.14,1030626.72
2284,215772,416068.2,1531.16,3672990.5
2285,226830.44,315489.92,1293.46,28527809.62
2286,892.32,150.5,1148.16,13329
2287,1772.2,2568.38,1,227963.5
2288,466.68,315.02,753.8,27883.68
2289,293.6,10.56,431.02,849.38
2290,383,3.6,633.7,229.7
2291,1220.46,651.9,1083.98,57796.72
2292,557.26,417.54,378.36,36984.84
2293,2267.5,3073.3,1,364835.38
2294,1094.2,37.64,1463.26,3252.52
2295,626.32,898.36,1,79681.42
2296,822.48,380.56,821.76,37038.51334
2297,45.06,77.24,1,6770.34
2298,1208.36,616.92,1396.04,54689.06
2299,980.76,395,1487.78,34982.4
2300,5056.54,5238.02,1559.56,465005.72
2301,1940.74,3118.74,1,276828.92
2302,1042.74,408.44,1374.58,36179.44
2303,212.2,6.72,308.6,508.54
2304,3882.46,4950.36,378.36,679466.52
2305,1121.08,299.64,1718.28,26518.62
2306,649.92,20.46,1057.56,1727.9
2307,1423.04,1671.02,950.04,148283.62
2308,7819.3,10014.02,1429.3,889079.6
