grade,age,marry,years,income,education,consume,work,gender,family
2,16,1,1,6.36,1,19,0,1,4
2,72,0,1,5.61,1,25,1,1,1
2,19,1,3,4.85,1,19,0,1,4
2,67,0,3,1.82,1,43,1,1,1
2,62,0,7,1.82,1,49,1,1,1
1,40,0,13,164.7,3,18,0,0,1
1,47,1,17,148.79,5,26,0,0,2
1,34,0,8,125.3,3,14,0,0,1
1,51,0,7,112.42,2,21,0,0,1
1,48,0,14,105.61,5,17,0,0,2
1,27,0,4,97.27,5,4,0,0,3
1,37,0,10,96.52,5,3,0,0,1
1,44,0,6,88.18,5,12,0,0,1
1,49,1,18,85.91,1,25,0,0,2
1,34,1,10,85.15,3,13,0,0,3
1,32,0,5,84.39,2,12,0,0,1
1,40,0,5,81.36,2,20,0,0,1
1,55,1,4,64.7,4,26,0,0,3
1,44,1,7,63.18,4,20,0,0,3
1,45,0,8,61.67,5,13,0,0,1
1,49,1,19,54.09,1,26,0,0,2
1,27,1,5,52.58,3,8,0,0,2
1,57,0,27,48.03,2,21,0,0,1
1,45,1,20,45.76,1,26,0,0,3
1,30,0,7,43.48,5,1,0,0,2
1,44,1,17,42.73,1,24,0,0,2
1,51,0,8,41.97,1,12,0,0,1
1,60,1,10,41.21,1,23,0,0,2
1,28,0,11,39.7,3,11,0,0,1
1,43,0,6,39.7,3,18,0,0,1
1,33,0,14,38.94,5,5,0,0,1
1,34,0,6,38.18,5,2,0,0,1
1,30,0,8,37.42,2,12,0,0,1
1,26,0,10,36.67,5,2,0,0,1
1,40,0,19,35.15,5,7,0,0,1
1,29,0,3,35.15,5,6,0,0,1
1,38,0,6,35.15,5,7,0,0,1
1,38,0,22,33.64,3,8,0,0,1
1,46,1,14,33.64,2,22,0,0,2
1,56,0,15,33.64,1,16,0,0,2
1,48,0,9,32.88,5,15,0,0,1
1,48,0,28,32.12,3,2,0,0,1
1,63,1,32,32.12,2,16,0,0,2
1,30,0,2,31.36,2,14,0,0,2
1,52,0,3,31.36,2,12,0,0,1
1,44,1,8,31.36,3,14,0,0,2
1,24,0,7,30.61,3,6,0,0,2
1,32,1,1,30.61,3,15,0,0,5
1,35,1,12,29.85,4,12,0,0,3
1,32,0,8,29.85,3,4,0,0,1
1,43,0,4,29.85,2,9,0,0,1
1,24,1,8,29.85,2,8,0,0,4
1,46,0,30,29.09,3,17,0,0,1
1,31,0,3,28.33,2,8,0,0,1
1,34,0,10,28.33,2,8,0,0,1
1,33,0,3,26.06,4,11,0,0,1
1,60,0,10,26.06,3,4,0,0,1
1,58,0,24,26.06,2,12,0,0,1
1,34,0,3,26.06,2,9,0,0,1
1,32,1,9,25.3,5,2,0,0,2
1,36,0,3,25.3,3,18,0,0,1
1,38,0,13,24.55,5,4,0,0,1
1,24,0,4,24.55,3,3,0,0,1
1,27,0,6,24.55,2,6,0,0,2
1,28,0,6,24.55,2,6,0,0,2
1,37,0,13,23.79,2,6,0,0,1
1,24,0,6,23.03,3,6,0,0,4
1,38,0,16,23.03,2,12,0,0,1
1,35,0,6,23.03,1,10,0,0,1
1,36,0,6,23.03,1,10,0,0,1
1,44,0,12,23.03,1,12,0,0,1
1,58,0,24,22.27,5,18,0,0,1
1,59,0,24,22.27,5,18,0,0,1
1,38,1,1,22.27,5,9,0,0,2
1,49,1,18,22.27,5,17,0,0,4
1,25,1,1,22.27,5,1,0,0,4
1,42,0,9,22.27,2,10,0,0,3
1,20,0,5,22.27,2,2,0,0,3
1,40,0,19,22.27,1,6,1,0,5
1,39,0,22,21.52,5,6,1,0,1
1,19,0,3,21.52,2,3,1,0,1
1,44,1,19,21.52,2,1,1,0,2
1,24,1,4,21.52,2,5,1,0,6
1,42,0,25,21.52,1,7,1,0,1
1,40,1,7,20.76,4,7,1,0,3
1,54,1,26,20.76,2,13,1,0,3
1,32,0,1,20.76,1,13,1,0,1
1,50,1,22,20.76,1,9,1,0,2
1,28,0,5,20.76,1,10,1,0,1
1,29,0,7,20,5,4,1,0,2
1,26,1,11,20,5,2,1,0,3
1,27,1,11,20,5,2,1,0,3
1,24,1,5,20,5,2,0,0,6
1,40,0,5,20,4,8,1,0,2
1,42,0,19,20,1,10,1,0,1
1,23,0,3,19.24,3,3,1,0,3
1,31,1,8,19.24,2,16,1,0,4
1,51,0,3,18.48,5,3,1,0,1
1,33,0,12,18.48,2,1,0,0,1
1,30,1,12,18.48,1,6,1,0,4
1,60,1,2,18.48,1,10,1,0,2
1,47,0,25,18.48,1,9,1,0,1
1,30,0,2,17.73,3,8,0,0,4
1,52,0,25,17.73,2,3,0,0,1
1,38,1,10,16.97,3,12,0,0,4
1,21,0,6,16.97,2,4,0,0,3
1,42,0,18,16.97,1,7,0,0,1
1,45,0,29,16.97,1,3,0,0,1
1,38,1,10,16.21,5,4,0,0,6
1,22,0,3,16.21,2,7,1,0,1
1,26,0,12,16.21,1,10,1,0,1
1,28,0,2,16.21,1,1,1,0,1
1,27,0,12,16.21,1,10,1,0,1
1,31,1,5,15.45,2,2,1,0,5
1,59,1,37,15.45,1,1,1,0,2
1,24,1,6,14.7,5,3,1,0,5
1,30,0,13,14.7,3,1,1,0,1
1,41,1,5,14.7,3,3,0,0,2
1,23,1,4,14.7,2,3,0,0,5
1,21,1,3,14.7,2,5,0,0,4
1,52,0,32,14.7,1,2,0,0,1
1,46,0,5,14.7,1,9,0,0,1
1,23,1,2,13.94,5,2,0,0,2
1,21,0,3,13.94,5,1,1,0,1
1,19,0,4,13.94,5,1,1,0,1
1,27,0,1,13.94,5,6,1,0,2
1,42,0,15,13.94,3,7,1,0,1
1,31,0,11,13.94,2,4,1,0,1
1,32,0,11,13.94,2,4,1,0,1
1,38,1,8,13.94,2,18,0,0,3
1,36,1,8,13.94,2,2,0,0,4
1,47,1,8,13.94,1,4,0,0,2
1,70,0,11,13.94,1,22,1,0,1
1,19,0,1,13.18,5,1,1,0,1
1,28,1,7,13.18,5,3,1,0,2
1,28,1,1,13.18,3,5,1,0,4
1,21,1,6,13.18,3,3,1,0,5
1,45,1,1,13.18,2,4,1,0,2
1,39,1,1,13.18,2,6,0,0,2
1,32,0,11,13.18,2,7,0,0,1
1,55,1,1,13.18,1,6,0,0,2
1,30,1,3,13.18,1,4,0,0,4
1,19,0,2,12.42,5,1,0,0,2
1,28,1,5,12.42,5,5,0,0,5
1,30,0,10,12.42,4,4,0,0,1
1,19,1,4,12.42,3,2,1,0,5
1,25,1,5,12.42,2,9,1,0,5
1,29,1,10,12.42,1,16,0,0,4
1,21,1,4,12.42,1,8,0,0,2
1,22,0,5,11.67,5,1,0,0,2
1,54,1,16,11.67,2,10,1,0,2
1,31,0,13,11.67,2,3,1,0,2
1,28,1,5,11.67,1,2,1,0,2
1,26,1,3,10.91,4,1,0,0,2
1,25,1,3,10.91,3,4,0,0,4
1,16,0,1,10.91,2,1,1,0,1
1,28,0,3,10.91,1,7,1,0,1
1,20,0,3,10.15,2,5,1,0,1
1,23,0,8,10.15,2,5,1,0,1
1,21,1,4,10.15,1,4,1,0,1
1,37,1,15,9.39,3,6,1,0,2
1,54,1,1,9.39,1,2,1,0,4
1,22,0,7,9.39,1,6,1,0,3
1,28,0,9,8.64,1,5,1,0,1
1,27,0,10,8.64,1,2,1,0,3
1,34,1,1,8.64,1,6,1,0,3
1,22,1,5,8.64,1,3,1,0,4
1,17,0,2,8.64,1,1,1,0,1
1,16,1,2,8.64,1,1,1,0,3
1,17,1,2,8.64,1,1,1,0,3
1,26,1,10,8.64,2,3,1,0,3
1,39,0,5,7.88,3,6,1,0,1
1,17,0,2,7.88,3,1,0,0,5
1,25,1,8,7.88,2,4,1,0,4
1,21,0,2,7.88,2,3,1,0,3
1,21,0,3,7.88,1,2,1,0,1
1,20,1,4,7.12,1,6,1,0,4
1,28,0,9,7.12,1,4,1,0,1
1,60,1,1,6.36,1,32,1,0,2
1,17,0,1,6.36,1,1,0,0,2
1,73,0,40,6.36,1,30,1,0,1
1,30,1,4,5.61,1,2,0,0,3
1,21,1,4,5.61,1,1,0,0,4
1,69,0,1,4.09,1,1,1,0,1
1,57,1,1,4.09,1,21,1,0,3
1,66,0,1,3.33,1,15,1,0,1
1,66,0,29,3.33,1,18,1,0,1
1,68,0,28,2.58,1,13,1,0,1
1,60,0,11,2.58,1,3,1,0,1
1,53,0,1,1.82,1,7,1,0,2
1,61,0,4,1.82,1,7,1,0,1
1,64,0,1,1.82,1,13,1,0,1
1,55,0,5,1.82,1,5,1,0,1
1,56,0,5,1.82,1,5,1,0,1
1,54,1,26,153.33,1,41,0,1,4
1,43,0,28,146.52,3,10,0,1,1
1,54,0,4,138.18,1,32,0,1,3
1,47,0,2,109.39,5,9,0,1,1
1,37,0,17,102.58,2,19,0,1,1
1,44,0,26,97.27,2,7,0,1,1
1,39,1,3,92.73,5,18,0,1,3
1,30,1,11,89.7,5,6,0,1,1
1,36,0,7,85.15,3,19,0,1,1
1,48,1,10,84.39,4,22,0,1,2
1,73,0,39,83.64,5,22,0,1,1
1,58,1,7,79.85,5,4,0,1,4
1,41,1,11,76.06,4,20,0,1,7
1,35,0,18,67.73,5,1,0,1,1
1,48,1,11,66.97,4,16,0,1,2
1,42,1,2,66.21,4,19,0,1,5
1,49,1,31,63.94,4,26,0,1,2
1,63,0,12,60.91,3,26,1,1,1
1,43,0,9,60.91,2,20,0,1,1
1,47,1,18,59.39,2,16,0,1,4
1,51,1,8,58.64,3,11,0,1,2
1,31,0,8,54.09,5,11,0,1,1
1,53,0,18,48.79,3,19,0,1,1
1,22,1,4,48.79,3,4,0,1,5
1,40,0,5,47.27,3,6,0,1,1
1,38,1,8,45.76,5,15,0,1,4
1,33,0,14,45.76,4,5,0,1,1
1,52,1,14,45.76,1,19,0,1,2
1,30,1,3,45,3,10,0,1,4
1,49,1,21,45,1,20,0,1,2
1,52,1,22,43.48,3,11,0,1,3
1,45,0,13,43.48,2,23,0,1,1
1,31,1,5,42.73,2,14,0,1,4
1,40,0,20,41.21,5,12,0,1,1
1,22,0,6,38.18,4,1,0,1,2
1,23,0,8,36.67,2,8,0,1,1
1,38,0,10,36.67,2,13,0,1,3
1,30,0,6,35.15,5,7,0,1,1
1,30,0,5,35.15,2,15,0,1,1
1,37,0,20,33.64,5,15,0,1,1
1,30,0,9,33.64,5,1,0,1,1
1,24,1,3,33.64,4,2,0,1,2
1,22,1,1,33.64,3,3,0,1,2
1,31,1,6,33.64,2,9,0,1,5
1,50,1,21,32.88,2,14,0,1,2
1,36,0,12,32.12,3,8,0,1,1
1,37,0,6,32.12,3,21,0,1,1
1,74,0,56,32.12,3,46,1,1,1
1,34,1,6,31.36,3,2,0,1,4
1,44,0,8,29.85,3,7,0,1,1
1,22,1,3,29.09,3,1,0,1,2
1,36,0,13,29.09,3,11,0,1,1
1,27,0,10,29.09,2,3,0,1,1
1,27,1,8,29.09,3,12,0,1,2
1,42,1,6,26.82,1,12,0,1,2
1,45,1,21,26.06,1,3,0,1,2
1,42,0,16,26.06,1,11,0,1,2
1,26,0,8,25.3,5,3,0,1,4
1,37,1,22,25.3,5,8,0,1,4
1,48,1,23,25.3,3,11,0,1,6
1,42,1,20,25.3,3,10,0,1,3
1,26,1,7,25.3,2,9,0,1,5
1,28,1,10,24.55,3,5,0,1,7
1,26,0,10,24.55,3,6,0,1,1
1,28,1,11,24.55,2,4,0,1,2
1,46,0,19,24.55,2,6,0,1,1
1,25,0,1,24.55,2,4,0,1,1
1,33,1,14,24.55,2,9,0,1,7
1,36,0,1,24.55,1,8,0,1,1
1,30,0,2,23.79,1,13,0,1,1
1,45,1,4,23.79,1,17,0,1,2
1,35,1,9,23.03,2,10,0,1,3
1,37,1,8,23.03,2,9,0,1,1
1,20,0,4,23.03,2,5,0,1,3
1,44,1,19,23.03,1,16,0,1,4
1,52,0,16,23.03,1,8,0,1,1
1,22,1,2,22.27,5,3,0,1,5
1,25,1,3,22.27,5,1,0,1,3
1,18,1,2,22.27,3,1,0,1,4
1,36,1,16,22.27,1,12,0,1,5
1,46,0,9,22.27,1,1,1,1,1
1,28,1,5,21.52,2,3,1,1,3
1,27,0,4,21.52,2,3,1,1,3
1,50,1,17,21.52,1,17,1,1,4
1,33,0,8,20.76,4,4,1,1,3
1,25,1,10,20.76,2,11,1,1,6
1,27,0,2,20.76,2,10,1,1,1
1,53,1,35,20.76,2,1,1,1,3
1,23,0,8,20.76,1,8,1,1,2
1,33,1,3,20.76,1,5,1,1,2
1,37,0,10,20,5,3,1,1,1
1,22,1,5,20,5,1,1,1,3
1,20,1,5,20,5,1,1,1,2
1,64,0,2,20,5,20,1,1,1
1,41,0,20,20,3,1,1,1,2
1,29,0,13,20,2,1,1,1,1
1,31,1,10,20,2,9,1,1,4
1,34,1,2,20,2,16,1,1,5
1,23,0,2,19.24,3,3,1,1,1
1,28,1,13,18.48,2,8,0,1,6
1,20,1,5,18.48,1,6,0,1,4
1,43,1,10,18.48,1,13,1,1,3
1,39,0,6,18.48,1,5,1,1,1
1,36,1,6,18.48,1,5,1,1,5
1,39,0,2,17.73,5,8,1,1,1
1,23,0,8,17.73,3,2,0,1,2
1,36,1,12,17.73,3,3,0,1,3
1,20,1,4,17.73,3,1,0,1,4
1,28,0,8,17.73,3,8,0,1,1
1,23,1,4,17.73,2,8,0,1,5
1,28,0,13,17.73,1,8,1,1,3
1,25,0,8,17.73,1,5,1,1,6
1,21,1,4,17.73,1,8,1,1,5
1,30,0,5,16.97,5,5,1,1,3
1,28,0,4,16.97,4,3,1,1,3
1,62,0,35,16.21,5,13,1,1,1
1,59,0,28,16.21,5,34,1,1,1
1,32,1,7,16.21,5,4,0,1,3
1,36,0,1,15.45,3,1,0,1,3
1,20,0,4,15.45,2,2,1,1,3
1,22,0,4,15.45,1,5,1,1,1
1,21,1,4,14.7,5,2,1,1,3
1,20,1,3,14.7,3,2,0,1,6
1,51,1,31,14.7,3,2,0,1,2
1,43,0,12,14.7,2,1,0,1,1
1,22,0,5,14.7,2,8,0,1,3
1,59,0,27,14.7,1,36,1,1,1
1,21,1,4,14.7,1,8,0,1,4
1,51,1,24,13.94,2,2,0,1,4
1,18,1,1,13.94,2,2,0,1,3
1,23,1,2,13.94,2,1,0,1,3
1,17,0,1,13.94,2,1,0,1,2
1,43,1,4,13.94,1,9,0,1,2
1,34,1,9,13.94,1,2,0,1,5
1,23,1,5,13.94,1,5,0,1,3
1,27,1,11,13.94,1,6,0,1,4
1,20,1,3,13.18,5,1,1,1,8
1,25,1,4,13.18,2,1,1,1,6
1,20,1,1,13.18,2,2,0,1,4
1,34,0,1,13.18,1,4,0,1,1
1,57,0,25,13.18,1,7,0,1,1
1,20,1,4,13.18,1,8,0,1,4
1,37,1,22,12.42,1,10,0,1,3
1,43,0,3,12.42,4,5,1,1,2
1,29,0,9,12.42,2,1,1,1,1
1,43,1,24,12.42,1,3,0,1,2
1,31,1,3,11.67,1,1,0,1,3
1,23,0,2,11.67,1,3,0,1,1
1,31,0,3,11.67,4,6,1,1,1
1,37,0,7,11.67,3,7,1,1,1
1,24,1,6,11.67,2,6,1,1,3
1,25,1,4,11.67,1,3,1,1,5
1,28,0,2,10.91,3,2,0,1,2
1,51,1,21,10.91,2,1,1,1,3
1,16,0,1,10.91,2,1,1,1,1
1,17,0,2,10.91,2,1,1,1,2
1,33,0,1,10.91,2,2,1,1,3
1,55,0,13,10.91,2,24,1,1,1
1,31,0,1,10.15,3,1,0,1,1
1,17,1,2,10.15,2,1,1,1,4
1,25,0,2,10.15,1,9,1,1,1
1,39,1,24,9.39,3,1,1,1,2
1,26,1,5,9.39,2,6,1,1,2
1,38,1,1,9.39,1,1,1,1,6
1,21,1,2,8.64,1,1,0,1,5
1,19,1,2,8.64,1,1,1,1,2
1,18,0,2,8.64,1,1,1,1,1
1,35,1,8,8.64,1,9,1,1,3
1,31,1,7,8.64,1,1,1,1,2
1,22,0,5,8.64,1,1,1,1,1
1,21,1,6,7.88,1,1,1,1,2
1,18,0,2,7.88,2,3,0,1,3
1,17,1,2,7.88,2,1,0,1,4
1,19,1,3,7.88,2,3,1,1,4
1,62,1,1,7.88,1,1,1,1,2
1,24,0,9,7.12,1,1,1,1,1
1,24,1,3,6.36,2,3,0,1,2
1,18,0,1,6.36,1,2,0,1,1
1,54,1,34,6.36,1,1,0,1,2
1,34,1,11,5.61,1,6,0,1,6
1,63,1,1,5.61,1,13,1,1,2
1,23,0,3,5.61,1,7,0,1,1
1,57,0,1,5.61,1,28,1,1,1
1,61,1,1,4.85,1,6,1,1,3
1,58,1,15,4.09,1,17,1,1,2
1,71,1,13,2.58,1,4,1,1,2
1,61,0,1,1.82,1,7,1,1,1
