V1,V2,V3,V4,V5,V6
1,35.58,2,2,2,1
1,35.57,2,2,2,1
1,35.57,3,2,1,2
1,35.56,3,2,2,1
0,35.56,3,2,2,2
0,35.56,1,2,2,1
0,35.54,2,1,1,2
1,35.52,2,2,2,2
1,35.49,2,2,1,2
1,35.49,3,2,1,2
1,35.47,2,2,2,1
0,35.47,3,2,1,2
0,35.46,2,2,2,2
1,35.45,3,1,1,1
1,35.44,3,2,2,1
1,35.42,3,2,1,2
0,35.41,2,2,2,2
1,35.4,3,2,2,2
1,35.39,2,1,2,1
1,35.39,3,2,1,1
1,35.38,2,2,2,1
1,35.35,3,2,2,2
1,35.35,3,2,2,1
1,35.33,3,2,2,1
0,35.33,1,1,1,1
1,35.3,3,2,1,1
0,35.29,1,1,2,1
1,35.28,2,2,1,1
1,35.28,3,2,2,1
0,35.27,1,2,1,2
1,35.26,3,2,1,1
0,35.24,1,2,1,2
1,35.23,3,2,2,1
0,35.22,1,2,2,2
0,35.22,1,2,2,2
1,35.18,2,2,1,2
0,35.18,2,2,2,2
0,35.15,1,2,1,2
1,35.14,2,2,1,1
1,35.14,3,2,1,1
1,35.13,2,1,1,1
0,35.12,2,2,1,2
1,35.11,3,2,2,2
0,35.1,1,2,1,2
1,35.08,3,2,2,2
1,35.07,3,2,1,1
1,35.07,3,2,1,1
1,35.06,3,2,2,1
0,35.06,1,1,1,1
0,35.03,2,2,1,2
1,35.01,2,2,1,1
0,35.01,1,2,2,2
1,35,3,2,1,2
0,35,3,2,1,2
0,35,1,2,1,2
1,34.98,3,2,2,2
0,34.98,2,2,1,2
1,34.97,3,2,1,1
1,34.95,3,2,2,2
1,34.91,2,1,1,1
1,34.89,1,2,2,1
1,34.89,3,2,2,1
0,34.88,1,2,2,2
1,34.86,2,2,1,2
1,34.85,3,2,2,2
0,34.84,1,2,2,2
0,34.83,1,2,2,2
1,34.82,3,2,1,1
1,34.82,2,1,1,1
1,34.82,2,1,2,1
1,34.82,3,2,1,2
0,34.82,1,2,2,2
1,34.81,2,2,1,2
1,34.8,2,2,2,2
1,34.77,1,2,1,1
1,34.76,2,2,1,1
1,34.76,3,2,1,1
1,34.75,2,1,1,1
0,34.75,1,2,1,2
0,34.72,1,2,1,2
1,34.7,3,2,2,2
1,34.68,2,2,2,1
0,34.67,2,1,2,1
1,34.65,2,2,2,1
1,34.65,3,1,1,1
1,34.63,1,2,1,2
1,34.56,3,2,1,1
1,34.56,2,2,2,2
0,34.56,2,2,2,2
0,34.54,1,2,2,2
1,34.51,2,2,1,1
1,34.51,3,2,1,1
0,34.51,1,2,2,2
1,34.47,2,2,2,2
1,34.43,2,2,1,1
0,34.43,1,2,2,2
0,34.42,1,2,1,2
1,34.41,3,2,1,1
1,34.4,3,2,2,2
0,34.39,2,2,2,2
1,34.38,2,2,1,1
1,34.38,2,2,1,1
0,34.38,2,2,2,2
1,34.36,3,2,1,2
0,34.36,2,2,1,1
0,34.36,1,1,1,1
1,34.35,2,2,2,2
1,34.32,2,1,1,1
1,34.32,2,2,1,1
1,34.32,3,2,2,1
0,34.32,2,2,2,2
1,34.31,2,2,2,1
0,34.31,1,2,2,2
1,34.3,2,1,2,1
1,34.3,2,2,2,1
1,34.29,3,2,2,1
0,34.26,2,1,2,1
0,34.26,3,1,1,1
1,34.24,3,2,1,1
0,34.23,1,2,2,2
0,34.23,1,2,2,2
1,34.21,3,2,1,2
1,34.2,3,2,1,1
1,34.19,2,2,1,1
1,34.18,3,2,1,2
1,34.18,2,2,2,2
1,34.18,3,2,2,1
0,34.18,3,2,2,2
1,34.17,3,2,1,1
0,34.17,1,2,1,2
1,34.13,2,2,1,1
0,34.13,1,2,2,2
1,34.12,3,1,1,1
1,34.11,2,2,1,1
1,34.11,3,2,1,1
0,34.11,2,2,1,2
0,34.11,1,2,2,2
1,34.1,3,2,1,1
1,34.09,2,2,2,2
0,34.09,2,2,1,1
0,34.08,1,2,2,2
1,34.06,2,1,1,1
0,34.06,2,2,2,2
0,34.05,2,2,2,2
1,34.04,2,2,2,1
0,34.04,1,2,2,2
0,34,1,2,2,2
0,33.98,3,2,2,1
0,33.95,1,1,2,1
0,33.95,2,2,1,2
1,33.94,3,1,1,1
1,33.94,3,2,1,1
0,33.94,1,2,2,2
1,33.93,1,2,2,1
0,33.91,1,2,2,2
1,33.89,3,2,2,1
1,33.89,3,2,1,2
0,33.88,1,1,1,1
1,33.87,3,2,1,2
0,33.85,1,2,2,2
1,33.84,3,2,1,1
0,33.83,1,2,2,1
0,33.83,2,2,2,2
0,33.81,1,2,1,2
1,33.8,3,2,2,2
1,33.76,2,1,1,1
1,33.76,2,1,1,1
1,33.76,2,2,1,1
1,33.76,3,2,2,2
1,33.74,3,2,1,2
0,33.74,3,2,1,1
0,33.74,2,2,2,2
0,33.74,2,1,1,1
0,33.73,2,2,1,2
0,33.72,1,2,2,2
1,33.71,2,2,1,1
0,33.71,2,2,1,2
1,33.7,3,2,1,1
1,33.69,2,2,1,1
1,33.66,2,1,1,1
0,33.65,2,1,1,1
1,33.62,3,2,1,2
1,33.58,3,1,2,1
0,33.58,2,2,2,2
1,33.55,3,1,2,1
1,33.55,2,2,1,2
0,33.55,1,2,2,2
1,33.53,3,2,2,2
0,33.53,2,2,1,2
1,33.52,3,2,1,1
0,33.51,1,2,1,2
1,33.5,3,1,2,1
1,33.5,3,2,2,2
1,33.49,2,2,1,1
1,33.49,2,2,2,2
1,33.48,3,2,1,1
0,33.48,3,2,2,2
1,33.47,3,2,1,2
1,33.46,2,2,2,2
1,33.46,3,2,1,2
1,33.45,2,2,1,1
1,33.45,2,2,2,1
1,33.44,2,2,1,1
1,33.41,3,2,2,2
0,33.41,1,2,2,2
0,33.4,3,2,1,2
1,33.37,3,2,2,1
1,33.36,3,2,1,1
1,33.35,3,1,1,1
1,33.34,2,2,1,2
1,33.33,3,2,2,1
0,33.33,3,2,2,2
1,33.32,3,2,2,1
1,33.31,3,1,2,1
1,33.31,2,2,2,2
1,33.3,3,2,2,1
1,33.3,3,2,1,2
0,33.29,1,2,2,2
0,33.28,1,2,2,2
0,33.28,1,2,2,2
1,33.27,2,1,2,1
1,33.27,1,2,1,2
1,33.24,3,2,1,1
1,33.23,2,2,2,2
1,33.21,2,1,1,1
0,33.21,1,2,1,2
0,33.21,2,2,1,2
1,33.2,2,2,2,1
1,33.19,2,2,1,2
1,33.19,1,2,1,1
1,33.18,3,2,2,1
0,33.18,1,2,1,2
1,33.17,3,2,2,1
1,33.17,3,2,1,1
0,33.17,1,2,2,2
0,33.15,2,2,1,2
1,33.13,2,2,1,1
1,33.13,2,2,2,2
0,33.13,2,2,1,2
1,33.11,2,1,1,1
1,33.11,2,1,1,1
0,33.11,1,2,2,2
0,33.1,1,2,2,2
0,33.09,1,2,1,2
0,33.09,2,1,2,1
0,33.08,1,2,1,2
0,33.07,2,2,2,2
1,33.06,2,2,2,2
1,33.04,3,1,2,1
1,32.97,2,1,2,1
0,32.96,1,2,1,1
0,32.95,1,2,2,2
1,32.93,3,2,1,1
0,32.93,1,2,2,2
0,32.92,1,2,1,2
0,32.92,1,2,2,2
0,32.91,2,2,2,2
0,32.91,3,2,1,1
0,32.9,1,2,1,2
1,32.88,3,1,2,1
1,32.88,3,2,2,2
1,32.85,2,1,1,1
1,32.83,3,1,1,1
1,32.83,3,2,2,2
1,32.83,3,2,2,1
1,32.82,2,2,2,1
1,32.82,1,2,1,2
1,32.82,3,2,2,1
1,32.8,3,2,1,1
1,32.79,3,1,2,1
1,32.79,2,2,2,1
1,32.77,3,2,2,2
0,32.76,3,2,2,2
1,32.75,2,2,2,2
1,32.75,3,2,2,1
1,32.75,3,2,1,1
1,32.75,3,2,1,1
0,32.75,1,2,2,1
0,32.75,1,2,2,2
0,32.73,1,2,2,2
1,32.71,3,2,1,1
1,32.69,3,2,2,1
1,32.69,3,2,1,1
0,32.68,1,2,2,2
0,32.67,1,2,2,2
1,32.66,3,2,1,1
0,32.62,3,1,2,1
0,32.61,2,2,2,2
1,32.6,2,2,1,2
1,32.6,3,2,1,1
0,32.6,1,2,2,2
1,32.59,2,1,1,1
1,32.57,2,2,1,1
1,32.57,2,2,2,1
0,32.56,2,2,2,2
0,32.54,2,2,1,1
1,32.53,2,2,1,1
1,32.53,3,2,2,2
1,32.52,3,2,2,1
1,32.5,3,2,2,2
0,32.45,2,2,2,2
1,32.43,3,2,2,2
0,32.43,1,2,1,2
0,32.43,1,2,2,2
0,32.43,2,2,2,1
0,32.42,1,2,2,2
0,32.42,2,2,2,2
0,32.4,1,2,2,2
1,32.35,2,2,1,1
1,32.34,2,2,2,2
1,32.31,3,1,2,1
0,32.31,1,2,1,2
1,32.3,3,2,1,1
1,32.29,2,2,1,1
1,32.28,3,2,1,1
1,32.27,3,2,1,1
0,32.27,1,2,1,2
1,32.24,2,2,2,1
1,32.23,3,2,1,2
1,32.2,3,2,1,1
0,32.2,1,2,2,2
1,32.19,3,2,1,1
1,32.17,3,1,1,1
1,32.17,2,2,1,2
0,32.17,1,2,2,2
0,32.16,1,2,1,2
1,32.14,1,1,2,1
1,32.13,2,2,2,2
1,32.1,2,2,2,1
1,32.1,3,2,2,1
0,32.08,1,2,1,2
1,32.07,3,1,2,1
1,32.04,1,2,2,1
0,32.04,3,1,2,1
1,32.02,3,2,1,2
1,32.01,2,2,1,1
0,32,1,2,2,2
1,31.99,3,2,1,1
0,31.99,3,1,2,2
0,31.98,2,2,2,1
1,31.96,2,1,1,1
1,31.95,3,2,2,1
1,31.94,2,1,1,1
1,31.93,2,2,1,2
0,31.93,1,2,2,2
1,31.92,2,1,1,1
1,31.92,3,1,1,1
1,31.92,3,2,2,2
0,31.92,2,2,2,2
1,31.91,3,2,2,1
1,31.91,3,2,1,2
1,31.9,3,1,2,1
0,31.9,1,1,2,2
0,31.89,2,2,2,2
0,31.89,1,2,1,2
1,31.86,3,2,1,2
1,31.86,3,2,1,2
0,31.85,3,2,2,1
1,31.84,3,2,1,1
1,31.83,3,2,1,1
1,31.82,2,2,2,1
0,31.82,1,2,1,2
0,31.82,2,2,1,2
1,31.8,3,2,1,1
0,31.8,1,2,1,2
0,31.8,2,2,1,1
0,31.77,1,2,1,2
1,31.76,2,2,1,1
1,31.75,3,2,1,2
0,31.75,1,2,1,2
0,31.75,2,1,2,1
0,31.75,1,2,2,2
1,31.74,1,2,1,2
0,31.74,1,2,1,2
0,31.7,1,2,2,2
1,31.67,3,1,1,1
1,31.64,2,2,2,2
0,31.64,2,2,1,2
1,31.63,2,1,1,1
0,31.63,1,2,2,2
0,31.62,1,2,2,2
0,31.6,3,2,2,2
1,31.59,1,2,1,1
1,31.59,3,2,2,2
0,31.53,1,2,1,2
1,31.5,3,1,2,1
1,31.5,2,2,1,2
1,31.48,3,1,1,1
0,31.48,1,1,1,1
0,31.43,1,1,1,1
1,31.41,3,1,1,1
0,31.41,1,2,2,2
1,31.4,2,2,1,2
0,31.39,1,2,2,2
0,31.39,1,2,1,2
0,31.37,2,2,2,2
0,31.35,1,2,1,2
0,31.35,1,2,2,1
0,31.35,2,2,1,1
0,31.35,3,1,2,1
1,31.34,2,2,1,2
1,31.31,3,2,2,2
1,31.29,3,2,1,2
1,31.28,2,2,2,1
1,31.28,3,2,2,1
1,31.25,3,2,2,1
1,31.21,3,2,1,2
1,31.2,2,1,2,1
0,31.2,2,2,2,2
1,31.19,3,2,1,1
1,31.19,3,2,2,1
1,31.18,2,2,2,2
1,31.17,2,2,2,1
1,31.16,2,1,1,1
0,31.16,2,2,1,2
1,31.15,3,2,1,1
1,31.13,3,2,1,1
1,31.11,3,2,1,1
0,31.11,1,2,2,2
0,31.09,3,2,2,2
1,31.08,2,2,2,1
1,31.08,3,2,1,2
0,31.08,2,2,2,2
0,31.07,1,2,2,1
0,31.06,1,2,2,2
0,31.05,1,2,2,2
0,31.05,1,2,2,1
0,31.04,1,2,2,2
1,31.02,3,2,1,1
0,31.01,1,2,1,2
1,30.99,3,2,2,1
1,30.98,3,2,2,2
1,30.96,3,1,1,1
1,30.96,3,2,1,1
0,30.96,2,2,2,2
0,30.95,2,2,1,2
1,30.94,3,2,2,1
1,30.93,2,2,1,1
0,30.93,3,2,2,2
0,30.92,2,2,2,2
1,30.91,3,1,1,1
1,30.9,3,2,2,1
0,30.9,1,2,2,2
1,30.89,2,1,1,1
1,30.89,2,2,2,1
0,30.89,1,2,2,2
1,30.88,2,2,1,1
1,30.87,3,2,2,1
1,30.86,2,2,1,1
1,30.86,2,2,2,2
0,30.82,2,2,2,2
0,30.81,3,2,1,2
0,30.81,1,2,2,2
0,30.8,1,2,2,2
0,30.8,2,2,1,2
0,30.79,1,2,2,2
1,30.78,3,2,2,2
1,30.78,1,2,2,1
0,30.77,1,2,1,2
1,30.76,2,2,2,2
0,30.76,1,2,2,1
0,30.76,2,2,1,2
0,30.7,1,2,1,2
1,30.69,2,2,1,1
1,30.69,2,2,1,2
0,30.69,1,2,1,2
0,30.66,2,2,1,2
1,30.65,3,2,2,2
0,30.65,1,2,1,2
1,30.64,3,2,2,2
1,30.63,3,2,1,2
1,30.62,3,2,1,1
0,30.62,1,2,2,2
1,30.61,3,1,1,1
0,30.6,2,2,1,2
0,30.59,1,2,1,2
0,30.57,1,2,1,2
0,30.57,1,2,2,2
0,30.57,2,2,1,2
1,30.56,2,2,1,2
0,30.56,3,2,2,2
1,30.54,1,2,2,1
1,30.49,3,2,1,1
1,30.48,2,2,2,1
1,30.47,3,2,2,2
1,30.46,3,2,1,1
1,30.44,3,2,2,1
1,30.42,3,2,1,1
1,30.41,1,2,2,1
1,30.41,3,2,2,2
0,30.41,1,2,2,2
0,30.41,1,2,2,2
1,30.4,3,2,2,1
1,30.38,3,2,2,1
0,30.38,2,2,2,2
1,30.35,3,2,2,2
0,30.34,2,2,2,2
1,30.33,3,2,1,1
0,30.33,1,2,2,2
0,30.32,2,2,2,2
0,30.32,1,2,2,2
1,30.3,3,2,1,2
1,30.29,3,2,2,1
0,30.29,2,2,1,2
0,30.27,1,2,1,2
1,30.26,2,2,2,2
0,30.26,2,2,1,2
0,30.25,2,2,2,2
1,30.24,3,2,1,1
1,30.24,2,2,2,2
0,30.23,2,2,1,2
0,30.23,2,1,1,1
1,30.21,1,1,1,1
1,30.16,2,2,1,1
0,30.16,2,2,2,2
0,30.15,1,2,2,2
0,30.15,1,2,2,2
0,30.12,1,2,1,2
1,30.11,2,2,2,1
0,30.09,1,2,2,2
0,30.09,1,1,2,1
0,30.07,3,2,2,2
1,30.05,3,2,1,2
0,30.03,3,2,1,2
1,30.01,3,2,2,2
0,29.99,1,2,2,1
0,29.99,3,2,1,2
0,29.96,1,2,2,2
0,29.95,1,2,1,2
0,29.94,2,2,2,2
1,29.92,3,2,1,1
1,29.92,1,2,2,2
0,29.92,1,2,2,2
1,29.91,1,1,1,1
1,29.91,3,2,2,2
1,29.88,2,1,1,1
1,29.88,3,2,2,2
0,29.87,2,1,2,1
0,29.86,1,2,2,2
0,29.84,1,2,2,2
0,29.84,1,1,1,1
1,29.83,3,2,1,1
1,29.81,3,2,1,1
1,29.81,3,2,1,2
0,29.81,1,2,2,2
0,29.8,2,2,1,2
1,29.79,2,2,1,2
0,29.79,1,2,2,2
1,29.78,2,2,1,1
1,29.78,3,2,2,1
1,29.77,3,2,1,1
0,29.77,2,2,2,2
0,29.75,1,1,2,1
0,29.73,3,1,2,1
1,29.72,3,2,2,1
0,29.72,1,2,2,2
1,29.71,3,2,1,2
1,29.7,2,1,2,1
1,29.68,3,2,1,2
0,29.67,1,2,1,2
1,29.62,2,2,1,1
1,29.62,3,2,2,1
0,29.62,1,2,2,2
1,29.61,3,2,2,2
0,29.61,2,1,2,1
1,29.6,2,2,1,1
0,29.6,2,2,2,1
1,29.58,2,2,1,1
0,29.58,3,2,2,2
0,29.56,2,2,2,2
1,29.54,3,2,2,2
1,29.53,2,2,2,1
0,29.53,3,2,1,2
0,29.51,1,2,1,2
0,29.51,2,1,1,1
0,29.5,1,2,2,1
0,29.49,1,2,2,2
0,29.49,3,1,2,1
0,29.49,1,2,2,2
1,29.48,3,2,1,2
0,29.48,1,2,2,1
0,29.44,2,2,1,2
1,29.42,3,1,1,1
0,29.42,1,2,2,2
0,29.41,1,2,1,2
1,29.4,3,2,2,1
0,29.4,2,2,2,2
0,29.39,1,2,1,2
1,29.36,1,2,2,2
0,29.35,2,2,2,2
0,29.35,1,2,2,2
1,29.34,2,1,1,1
0,29.33,1,2,1,2
0,29.32,1,1,1,1
1,29.31,3,2,2,1
1,29.3,3,1,1,1
0,29.3,1,2,2,2
0,29.3,3,2,2,1
1,29.28,2,2,2,2
0,29.28,2,2,2,2
1,29.27,2,2,2,1
0,29.26,1,2,2,2
0,29.25,1,2,2,2
0,29.25,2,2,2,2
0,29.24,1,2,2,2
0,29.23,1,2,1,2
1,29.22,2,2,1,2
0,29.21,1,2,2,1
0,29.21,2,2,2,2
1,29.17,3,2,1,2
0,29.17,1,2,1,2
0,29.17,2,2,2,1
0,29.14,1,2,2,2
0,29.11,2,2,2,2
0,29.11,3,2,2,1
1,29.09,3,2,1,1
1,29.08,3,2,2,1
0,29.08,2,2,2,2
0,29.08,1,1,2,1
1,29.07,3,2,1,1
1,29.07,2,2,1,1
0,29.05,1,2,2,2
1,29.03,2,2,2,1
0,29.03,1,2,2,2
0,29.02,1,2,2,2
0,29.02,1,2,1,2
0,29.01,1,2,2,2
1,29,3,1,1,1
1,28.98,1,2,2,1
0,28.98,1,2,2,2
1,28.95,3,2,1,2
0,28.93,3,2,1,2
1,28.92,3,2,2,1
1,28.91,2,2,2,2
0,28.91,2,2,1,2
0,28.9,2,2,2,2
1,28.89,3,2,1,1
0,28.85,3,2,2,2
1,28.83,3,1,2,1
0,28.82,2,2,1,2
0,28.81,1,2,2,2
1,28.79,3,2,1,1
1,28.78,2,2,1,1
0,28.76,1,2,2,2
0,28.76,1,2,1,2
0,28.75,1,2,2,1
0,28.74,1,2,2,2
0,28.73,1,2,1,2
1,28.72,2,1,1,1
1,28.69,2,2,1,1
1,28.68,2,2,2,1
1,28.67,2,2,1,1
1,28.67,3,2,1,2
0,28.67,2,1,1,1
1,28.66,3,2,1,1
1,28.65,2,2,1,1
1,28.64,3,2,2,2
1,28.64,3,2,2,2
1,28.61,3,2,2,2
0,28.61,1,2,2,2
0,28.61,2,2,2,2
1,28.58,2,2,1,2
1,28.57,3,1,2,1
1,28.57,1,2,2,2
1,28.56,3,2,2,2
0,28.56,2,2,2,2
1,28.55,2,2,1,1
0,28.53,1,2,1,2
1,28.5,2,2,1,1
1,28.5,3,2,2,2
1,28.5,3,2,2,2
0,28.5,1,2,2,2
1,28.49,3,2,2,2
1,28.46,3,2,1,2
0,28.46,3,1,2,1
0,28.46,2,2,2,1
0,28.46,1,2,2,1
1,28.44,3,1,2,1
0,28.44,1,2,2,2
0,28.43,2,2,2,2
0,28.42,1,2,2,2
0,28.42,1,1,2,1
1,28.41,2,2,1,1
1,28.4,3,2,1,1
0,28.4,1,2,2,2
0,28.38,2,2,2,2
1,28.36,3,2,2,1
1,28.33,3,2,2,1
1,28.3,3,1,1,1
1,28.3,3,2,2,1
1,28.28,3,1,1,1
1,28.27,1,2,2,1
0,28.27,1,2,1,2
0,28.25,2,2,2,2
1,28.23,2,2,2,2
0,28.23,1,2,1,1
0,28.23,2,2,1,2
0,28.23,1,2,2,2
0,28.21,1,2,2,2
1,28.19,3,1,1,1
1,28.19,3,2,2,2
1,28.18,3,2,1,1
1,28.17,2,1,1,1
1,28.16,2,2,2,2
0,28.15,1,2,1,2
0,28.14,1,2,1,2
1,28.13,3,2,1,1
0,28.13,1,2,2,2
0,28.12,1,2,2,2
1,28.11,3,2,1,1
1,28.1,2,1,1,1
1,28.09,3,1,2,1
1,28.08,2,1,1,1
1,28.08,3,2,2,2
1,28.06,3,2,1,1
0,28.05,3,2,2,2
1,28.03,3,2,1,2
0,28.03,1,2,2,1
1,28.02,3,2,2,2
1,28.01,3,2,2,2
0,28.01,1,2,2,2
1,27.99,3,2,1,2
0,27.99,2,2,1,2
0,27.98,1,2,1,2
0,27.98,3,2,1,1
1,27.97,3,1,1,1
1,27.97,3,1,2,1
1,27.97,3,2,1,2
1,27.96,2,2,1,1
1,27.96,2,2,1,2
0,27.96,1,2,1,2
0,27.94,2,2,2,2
1,27.93,2,1,1,1
0,27.93,2,2,2,2
0,27.93,2,2,2,2
1,27.92,2,2,1,1
1,27.92,2,2,1,1
0,27.91,1,2,1,2
1,27.9,2,2,1,1
0,27.9,2,1,1,2
0,27.89,1,2,1,2
1,27.88,2,1,1,1
1,27.88,2,2,1,2
0,27.88,2,2,1,2
0,27.88,2,2,1,2
1,27.87,3,2,2,2
0,27.85,1,2,1,2
0,27.85,1,2,2,2
0,27.84,2,2,2,2
0,27.84,1,2,1,2
0,27.81,1,1,2,1
1,27.79,3,1,1,1
0,27.79,3,2,1,2
1,27.78,3,1,1,1
0,27.78,3,2,1,2
1,27.77,2,2,2,1
0,27.77,1,2,2,2
0,27.77,2,2,2,2
1,27.76,2,1,1,1
1,27.76,2,2,2,2
1,27.76,1,2,2,2
1,27.72,1,2,2,2
1,27.7,3,2,1,1
1,27.7,3,2,1,1
0,27.7,3,2,1,2
0,27.65,1,2,1,1
0,27.64,1,2,2,2
0,27.63,3,2,2,2
0,27.63,1,2,1,2
0,27.63,2,2,2,2
1,27.61,3,2,2,1
0,27.61,3,2,2,2
1,27.59,3,2,2,1
0,27.57,2,2,1,2
1,27.56,3,2,1,1
0,27.56,2,2,2,2
1,27.55,2,2,2,1
0,27.51,2,2,2,2
0,27.49,1,2,2,2
0,27.49,1,2,2,2
1,27.48,3,2,1,2
1,27.47,3,2,2,1
1,27.47,3,1,2,1
0,27.46,1,2,2,2
0,27.46,1,2,1,2
1,27.44,3,2,1,1
0,27.44,1,2,2,2
0,27.43,1,2,2,2
1,27.42,2,1,1,1
0,27.42,1,2,2,2
0,27.4,1,2,1,2
1,27.39,3,2,2,1
0,27.38,1,2,2,2
0,27.38,2,2,2,2
1,27.37,3,2,1,2
0,27.36,2,1,2,1
1,27.34,3,2,1,1
1,27.33,3,2,2,2
0,27.33,1,2,1,2
1,27.31,3,2,1,1
0,27.31,2,2,2,2
0,27.31,1,1,2,1
0,27.3,1,2,2,2
1,27.27,2,1,1,1
1,27.27,2,2,2,1
0,27.24,1,2,2,2
1,27.21,2,2,2,2
0,27.21,2,2,1,1
0,27.19,2,2,1,2
0,27.18,2,2,2,2
0,27.18,2,1,2,1
1,27.17,1,1,1,1
0,27.14,1,2,2,2
1,27.12,2,2,2,1
0,27.1,2,2,2,2
1,27.07,3,2,2,2
0,27.06,1,2,1,2
0,27.03,2,2,1,2
1,27.02,3,2,1,2
1,27,1,1,1,1
0,27,1,2,2,2
1,26.99,3,2,2,2
0,26.99,1,2,2,2
0,26.97,3,2,1,2
0,26.96,1,2,2,2
0,26.96,1,2,2,2
0,26.96,2,2,1,2
0,26.96,3,2,1,2
0,26.95,1,2,2,2
0,26.94,1,2,2,2
0,26.92,1,2,2,2
1,26.91,2,2,2,2
0,26.91,1,2,2,2
1,26.9,2,2,2,1
1,26.89,2,1,1,1
1,26.89,3,2,1,1
1,26.88,3,2,2,1
0,26.88,2,2,2,2
1,26.86,3,2,1,1
0,26.86,2,2,1,2
1,26.85,3,2,1,2
1,26.83,3,1,1,1
0,26.82,2,2,2,2
0,26.81,1,2,2,2
0,26.81,1,2,2,2
0,26.8,3,2,2,2
0,26.79,1,1,1,1
0,26.78,2,2,2,1
1,26.77,3,2,1,1
1,26.77,3,2,2,2
0,26.77,2,2,1,2
1,26.76,2,2,1,1
1,26.73,2,2,1,2
1,26.72,3,2,2,1
0,26.72,2,2,2,2
0,26.72,2,2,2,2
0,26.72,1,2,2,1
0,26.71,1,2,1,2
1,26.7,2,1,1,1
0,26.69,2,2,2,2
0,26.68,1,2,2,2
0,26.67,3,2,1,2
0,26.66,1,1,1,1
0,26.66,1,2,2,1
1,26.62,1,2,1,1
0,26.62,2,2,1,2
0,26.61,1,2,2,2
1,26.6,3,2,1,2
1,26.59,1,2,2,2
0,26.58,3,2,2,1
1,26.56,1,2,2,1
1,26.55,3,2,1,1
0,26.53,1,2,2,2
0,26.53,2,2,2,2
1,26.52,2,2,2,1
1,26.52,3,2,1,2
0,26.52,2,1,1,1
0,26.52,3,2,2,2
0,26.51,2,2,2,2
1,26.49,3,1,1,1
1,26.49,3,2,2,1
0,26.43,1,2,1,2
0,26.42,1,2,1,2
0,26.41,2,2,2,2
0,26.41,1,2,2,2
0,26.4,1,2,2,2
0,26.4,3,2,1,2
0,26.39,2,2,2,2
1,26.37,3,1,1,1
1,26.36,3,2,1,2
1,26.34,2,2,1,1
1,26.33,3,2,2,1
0,26.3,1,2,2,2
0,26.3,2,2,1,2
1,26.28,3,2,1,1
0,26.28,1,2,2,2
0,26.26,3,2,2,2
0,26.24,2,1,2,1
0,26.23,1,2,2,2
0,26.22,2,1,2,1
0,26.21,1,2,1,2
1,26.2,3,2,1,1
0,26.17,2,2,2,2
1,26.16,2,1,2,1
1,26.15,1,1,1,1
1,26.14,3,2,2,1
0,26.13,2,2,1,2
1,26.12,2,2,1,1
1,26.12,3,2,1,1
0,26.11,1,2,2,1
1,26.1,1,2,2,2
1,26.09,3,2,2,1
0,26.09,1,2,2,2
0,26.09,2,2,1,2
0,26.09,2,2,2,2
1,26.07,3,2,1,2
1,26.07,3,2,1,2
0,26.07,3,2,2,1
0,26.07,1,2,2,1
1,26.05,2,2,2,1
1,26.03,3,2,1,1
0,25.99,1,2,1,2
0,25.98,2,1,1,1
0,25.98,2,2,2,2
1,25.96,3,2,1,1
0,25.96,2,2,1,2
0,25.95,1,2,2,2
1,25.93,2,2,1,1
1,25.92,3,2,1,2
1,25.89,2,2,1,2
0,25.86,1,2,2,2
1,25.84,2,2,2,1
0,25.84,1,2,2,1
0,25.84,2,2,1,2
1,25.83,3,2,1,2
1,25.82,3,2,1,1
0,25.82,1,2,2,2
1,25.81,2,2,1,1
0,25.81,2,2,1,2
0,25.79,3,2,2,1
0,25.78,2,2,2,2
1,25.77,2,1,1,1
1,25.77,1,2,1,1
0,25.74,3,2,2,1
0,25.72,1,2,2,2
1,25.71,2,1,1,1
1,25.71,3,2,2,1
0,25.71,2,2,2,2
0,25.69,1,2,2,2
0,25.68,1,2,1,2
1,25.67,3,2,2,2
0,25.67,3,2,2,2
0,25.66,2,2,1,2
0,25.65,2,2,2,2
1,25.63,3,2,1,2
0,25.63,2,2,1,2
0,25.63,2,2,1,1
0,25.62,3,2,2,2
1,25.61,3,2,2,1
1,25.6,1,2,1,2
0,25.58,2,2,2,2
1,25.57,3,2,2,1
0,25.57,2,2,1,2
1,25.53,3,2,1,1
0,25.53,2,2,2,2
0,25.52,1,2,1,2
1,25.51,2,2,1,2
0,25.5,2,2,2,2
1,25.47,3,2,1,1
0,25.47,2,2,2,1
1,25.44,3,2,2,1
0,25.44,1,2,2,2
0,25.43,1,2,2,2
0,25.41,1,2,2,2
1,25.38,3,2,2,2
0,25.38,2,2,2,2
0,25.38,1,2,2,2
1,25.36,3,2,1,1
0,25.36,2,2,1,2
0,25.35,1,2,2,2
0,25.34,2,1,2,1
0,25.32,1,2,2,2
1,25.31,2,2,1,2
0,25.31,1,2,2,2
1,25.27,3,1,1,1
1,25.26,3,2,1,2
0,25.23,2,2,1,2
0,25.23,1,2,2,2
1,25.21,2,1,1,1
1,25.21,1,2,2,2
1,25.19,3,2,1,2
1,25.16,3,2,2,1
0,25.15,2,2,1,2
1,25.14,3,2,2,2
0,25.11,2,2,2,2
1,25.1,2,2,1,1
1,25.1,3,1,1,1
1,25.05,3,2,2,2
1,25.05,3,2,1,2
