credit,age,education,workyears,resideyears,income,debtratio,creditdebt,otherdebt
0,32,2,14.3,9.63,24.54545455,0.945,0.08938512,0.17589312
0,26,2,9.1,0,16.36363636,6.825,0.637065,0.66924
0,28,3,5.2,3.21,25.45454545,9.975,0.273581,2.531256
0,39,3,14.3,4.28,68.18181818,3.675,0.76547625,2.07207
0,32,3,5.2,4.28,19.09090909,19.215,0.59520384,3.48513984
0,32,2,13,11.77,35.45454545,9.975,2.48809275,1.714674
0,34,3,9.1,10.7,29.09090909,4.515,0.5244624,0.9802624
0,56,4,27.3,21.4,107.2727273,15.12,11.6165808,7.6871808
0,29,4,3.9,4.28,31.81818182,13.965,1.9375972,3.1758272
0,33,2,15.6,4.28,28.18181818,24.885,2.4891636,5.5014336
0,41,2,19.5,17.12,35.45454545,1.89,0.16903458,0.58479408
0,33,2,6.5,3.21,22.72727273,14.805,1.4245935,2.441556
0,37,2,19.5,11.77,36.36363636,19.425,1.468456,6.433856
0,37,3,13,17.12,89.09090909,13.965,5.89840636,8.48565536
0,48,3,28.6,18.19,130.9090909,11.655,4.02285312,13.16570112
0,37,3,16.9,3.21,95.45454545,1.995,1.71631845,0.5996172
0,37,3,1.3,1.07,19.09090909,8.295,0.44764797,1.34060472
0,40,2,6.5,13.91,19.09090909,9.45,0.5442822,1.4977872
0,43,2,24.7,1.07,87.27272727,8.19,2.72720448,5.44347648
0,40,2,23.4,20.33,40,4.725,0.7331148,1.4290848
0,36,4,2.6,14.98,35.45454545,13.86,1.38285576,4.16534976
0,53,4,20.8,26.75,74.54545455,4.62,3.15202096,1.04314496
0,36,3,13,2.14,30,9.975,0.69418305,2.6637468
0,49,2,19.5,1.07,27.27272727,25.725,2.6769435,5.343156
0,36,3,10.4,6.42,70.90909091,5.67,2.60941824,2.13767424
0,29,3,10.4,7.49,16.36363636,12.495,0.48467034,1.81110384
0,41,2,11.7,6.42,31.81818182,5.25,0.2816275,1.57794
0,35,2,9.1,0,20,6.72,0.76324864,0.80830464
0,36,2,0,1.07,19.09090909,7.56,0.22686048,1.37749248
0,30,2,2.6,9.63,14.54545455,15.96,1.05349376,1.62379776
0,41,2,24.7,17.12,40.90909091,3.885,1.1080575,0.77922
0,53,3,28.6,24.61,109.0909091,7.98,5.0099808,5.1787008
0,24,2,5.2,1.07,14.54545455,1.26,0.1022208,0.1118208
0,29,4,7.8,4.28,23.63636364,10.92,1.12551296,1.84477696
0,34,2,20.8,10.7,34.54545455,22.05,0.8400546,7.5771696
0,30,3,7.8,7.49,34.54545455,7.56,0.93688848,2.04018048
0,34,2,18.2,0,32.72727273,2.52,0.33035904,0.61461504
0,41,2,16.9,1.07,34.54545455,9.345,2.29573542,1.54408592
0,33,2,10.4,3.21,37.27272727,13.23,0.16252236,5.23295136
0,31,3,1.3,7.49,22.72727273,10.92,0.688974,2.111824
0,31,2,11.7,0,22.72727273,14.595,1.295063,2.500888
0,37,3,11.7,17.12,27.27272727,7.98,0.786258,1.695408
0,31,2,14.3,7.49,29.09090909,6.3,1.1221056,1.0323456
0,37,2,20.8,16.05,32.72727273,3.57,0.21623184,1.08710784
0,31,2,14.3,5.35,32.72727273,6.405,0.85826268,1.54615968
0,25,3,3.9,4.28,30.90909091,4.62,0.316778,1.283568
0,35,5,11.7,8.56,29.09090909,5.775,0.6005472,1.3142272
0,53,3,24.7,26.75,144.5454545,2.94,1.2928608,3.5188608
0,26,2,5.2,2.14,19.09090909,2.73,0.12024012,0.46449312
0,47,2,13,14.98,47.27272727,5.67,1.12802976,1.95077376
0,31,2,3.9,1.07,15.45454545,9.45,0.5683491,1.1027016
0,36,2,0,10.7,18.18181818,17.955,2.4787818,1.4262768
0,39,2,26,2.14,50.90909091,1.995,0.6565944,0.5422144
0,45,3,7.8,25.68,49.09090909,10.08,0.7527168,4.7443968
0,49,2,28.6,20.33,73.63636364,5.775,1.8220059,3.0671784
0,26,2,7.8,2.14,19.09090909,5.46,0.13081068,1.02324768
0,29,4,6.5,1.07,68.18181818,6.615,2.66995575,2.619162
0,27,2,11.7,4.28,16.36363636,1.26,0.0797148,0.1561248
0,38,4,14.3,12.84,40,15.435,0.54001332,6.26257632
0,41,2,20.8,21.4,51.81818182,20.37,1.88660538,9.87877488
0,28,2,13,1.07,22.72727273,7.455,1.580744,0.487344
0,43,2,5.2,20.33,22.72727273,10.605,1.283205,1.52308
0,39,2,23.4,8.56,49.09090909,12.705,5.55801642,2.01822192
0,44,2,7.8,9.63,28.18181818,12.18,1.2400806,2.6739856
0,33,5,1.3,6.42,26.36363636,11.655,1.28924169,2.23965144
0,38,2,5.2,16.05,15.45454545,18.165,0.62987397,2.51726072
0,41,2,20.8,4.28,47.27272727,21,5.0336,6.4896
0,25,5,0,2.14,20.90909091,7.035,0.56684144,1.11543744
0,41,2,5.2,16.05,30,7.35,0.4807572,1.9891872
0,26,2,10.4,4.28,21.81818182,5.25,0.461736,0.851136
0,43,2,20.8,23.54,44.54545455,1.68,0.521752,0.366912
0,42,2,15.6,6.42,80.90909091,18.27,3.35411274,13.22256624
0,42,2,2.6,4.28,29.09090909,3.885,1.03293344,0.34354944
0,31,2,1.3,8.56,28.18181818,8.4,0.1890504,2.4167104
0,32,2,10.4,6.42,20.90909091,12.6,0.9217296,2.0781696
0,31,2,1.3,1.07,16.36363636,1.155,0.03617658,0.17482608
0,30,5,0,5.35,34.54545455,10.92,0.76988912,3.44835712
0,41,3,20.8,9.63,80.90909091,15.015,6.05207031,8.03430056
0,34,2,14.3,2.14,48.18181818,3.465,0.10793079,1.72619304
0,38,3,9.1,17.12,39.09090909,16.17,3.205048,4.132128
0,41,2,26,12.84,35.45454545,8.61,0.93643836,2.52104736
0,48,2,7.8,20.33,28.18181818,12.81,2.4025155,1.868308
0,32,3,5.2,8.56,13.63636364,6.825,0.42353025,0.649974
0,41,3,19.5,20.33,29.09090909,5.145,0.51036832,1.19205632
0,46,3,23.4,4.28,67.27272727,14.07,5.47125216,5.61007616
0,26,3,3.9,0,17.27272727,4.515,0.43398223,0.47667048
0,34,2,13,13.91,29.09090909,11.865,1.41324128,2.54595328
0,31,3,3.9,8.56,13.63636364,2.73,0.1774344,0.2530944
0,42,3,2.6,1.07,32.72727273,3.99,0.33602184,1.13390784
0,43,3,10.4,22.47,39.09090909,0.735,0.10379985,0.2238236
0,24,2,1.3,3.21,15.45454545,19.53,0.9756351,2.4499176
0,40,2,13,8.56,30.90909091,1.26,0.04393752,0.38655552
0,39,3,7.8,13.91,56.36363636,8.925,1.4347575,4.24762
0,34,4,11.7,10.7,46.36363636,24.15,3.2502657,9.4055832
0,23,4,0,1.07,23.63636364,8.085,1.85072888,0.49137088
0,31,2,16.9,7.49,24.54545455,2.415,0.08340651,0.57415176
0,37,3,18.2,3.21,74.54545455,0.84,0.56674464,0.19512064
0,31,2,7.8,7.49,19.09090909,19.005,1.34296932,2.79875232
0,43,3,2.6,23.54,27.27272727,7.035,0.1361976,1.9733376
0,34,3,3.9,13.91,42.72727273,1.995,0.5186544,0.4829344
0,38,6,6.5,12.84,18.18181818,8.505,0.88209,0.92664
0,41,3,23.4,9.63,40,2.205,0.44497992,0.57849792
0,38,2,23.4,9.63,60.90909091,11.76,6.34680816,2.34905216
0,48,4,28.6,4.28,90,2.415,1.00012671,1.50846696
0,36,2,16.9,11.77,46.36363636,10.08,2.26895328,3.14166528
0,29,2,9.1,4.28,23.63636364,9.555,0.77583506,1.79380656
0,45,2,10.4,11.77,40.90909091,3.465,0.8193636,0.8401536
0,41,3,26,18.19,91.81818182,1.47,0.41233654,1.11615504
0,31,2,1.3,4.28,15.45454545,2.625,0.1594175,0.30498
0,36,5,9.1,16.05,36.36363636,6.72,1.1492096,1.6746496
0,28,2,1.3,0,19.09090909,5.145,0.73584819,0.43769544
0,33,2,19.5,2.14,54.54545455,5.04,0.9722592,2.1595392
0,28,2,13,6.42,21.81818182,2.835,0.3763584,0.3504384
0,30,2,15.6,7.49,40.90909091,8.085,2.24306775,1.675674
0,39,2,3.9,3.21,22.72727273,3.885,0.3335365,0.675324
0,50,2,3.9,11.77,24.54545455,22.365,1.69792524,4.52166624
0,28,2,9.1,3.21,20,5.355,0.25251732,0.94984032
0,48,6,19.5,0,114.5454545,3.255,0.57660372,3.56664672
0,33,2,9.1,10.7,20.90909091,5.145,0.272734,0.937664
0,36,2,16.9,8.56,50.90909091,6.405,1.04574008,2.65382208
0,42,2,28.6,4.28,86.36363636,3.78,0.765567,2.898792
0,35,2,2.6,14.98,40,3.255,0.6354194,0.8724144
0,37,2,6.5,5.35,29.09090909,13.65,0.2114112,4.1446912
0,36,2,18.2,8.56,25.45454545,17.85,1.3765444,3.7672544
0,51,2,14.3,5.35,35.45454545,10.605,2.97410256,1.54030656
0,28,3,0,7.49,25.45454545,9.765,1.53760992,1.38657792
0,25,3,0,4.28,19.09090909,9.135,0.55045683,1.42696008
0,40,3,5.2,13.91,50.90909091,1.68,0.53449088,0.47244288
0,30,3,6.5,2.14,33.63636364,8.715,1.36002306,2.02489456
0,36,2,23.4,10.7,30.90909091,16.17,2.54055956,3.26181856
0,52,3,20.8,14.98,64.54545455,11.655,2.01209811,6.46683336
0,31,2,15.6,2.14,36.36363636,7.035,1.9748652,1.0897952
0,44,4,0,9.63,58.18181818,6.93,0.33732864,4.10302464
0,33,2,16.9,12.84,24.54545455,5.25,0.287496,1.156896
0,41,2,13,4.28,28.18181818,5.04,0.22325952,1.35562752
0,47,3,27.3,27.82,120,3.15,3.0953736,1.4579136
0,47,2,28.6,25.68,82.72727273,12.285,1.52017866,9.76628016
0,38,2,18.2,18.19,48.18181818,5.985,2.28463125,1.17819
0,32,3,10.4,4.28,50.90909091,6.72,0.40330752,3.38071552
0,33,2,1.3,1.07,21.81818182,4.725,0.2626668,0.8974368
0,45,2,5.2,2.14,26.36363636,4.83,0.0645656,1.3318656
0,49,2,24.7,7.49,45.45454545,31.605,3.8424155,12.349428
0,45,3,20.8,10.7,75.45454545,4.305,0.31293988,3.27014688
0,50,2,3.9,7.49,21.81818182,7.35,0.924924,0.952224
0,32,4,10.4,7.49,55.45454545,2.94,0.66547096,1.20434496
0,38,5,10.4,0,29.09090909,1.68,0.02973696,0.50692096
0,22,4,0,1.07,15.45454545,2.415,0.05298832,0.36109632
0,45,2,20.8,7.49,80.90909091,0.42,0.19298048,0.20437248
0,43,2,27.3,2.14,69.09090909,21.525,8.4079028,8.9765728
0,52,2,14.3,5.35,32.72727273,5.04,1.00989504,0.92911104
0,42,2,11.7,4.28,58.18181818,6.93,0.95576448,3.57147648
0,41,3,11.7,17.12,50.90909091,19.635,5.7653596,5.9355296
0,26,3,1.3,2.14,38.18181818,5.985,1.013859,1.618344
0,29,2,0,5.35,14.54545455,1.155,0.15780336,0.04740736
0,42,4,23.4,14.98,142.7272727,6.93,4.02470442,7.31722992
0,34,3,10.4,2.14,40.90909091,3.885,1.1886435,0.709956
0,41,3,20.8,12.84,48.18181818,3.885,0.83997474,1.31747824
0,42,2,28.6,1.07,90.90909091,15.33,6.53642,9.56592
0,34,2,13,11.77,38.18181818,9.555,1.86372186,2.37300336
0,41,2,29.9,1.07,68.18181818,19.845,3.79053675,11.484018
0,58,2,14.3,21.4,53.63636364,15.75,5.654088,4.344288
0,34,4,6.5,9.63,20.90909091,4.725,0.39449025,0.737334
0,44,2,9.1,12.84,22.72727273,10.71,1.9716345,0.957372
0,45,2,32.5,17.12,220,2.73,1.9794632,4.8423232
0,30,3,7.8,9.63,20,12.075,0.7867541,1.9549816
0,41,4,14.3,18.19,35.45454545,13.545,3.09854259,2.56902984
0,41,2,0,8.56,35.45454545,8.295,1.28989146,2.09557296
0,32,2,0,11.77,15.45454545,12.6,0.3677916,1.8054816
0,39,6,11.7,17.12,160.9090909,6.195,1.07406255,9.9375588
0,24,2,5.2,3.21,12.72727273,18.375,0.272734,2.313584
0,52,2,1.3,27.82,23.63636364,15.015,2.24039244,1.94109344
0,32,2,13,2.14,17.27272727,4.62,0.40664712,0.51992512
0,41,2,10.4,0,19.09090909,4.2,0.3343956,0.5861856
0,33,4,11.7,2.14,25.45454545,2.73,0.14710696,0.63068096
0,33,3,11.7,1.07,27.27272727,6.09,0.7284684,1.1834784
0,50,2,0,24.61,27.27272727,23.415,3.2217702,4.1884752
0,30,2,5.2,1.07,14.54545455,24.99,1.3131888,2.8316288
0,29,3,7.8,1.07,30.90909091,4.62,0.28781544,1.30846144
0,31,3,7.8,10.7,59.09090909,19.32,2.4022856,10.3736256
0,46,2,15.6,3.21,28.18181818,10.185,0.43297793,2.75513368
0,24,2,1.3,0,16.36363636,4.62,0.32678712,0.54280512
0,40,3,16.9,0,53.63636364,2.52,0.49344768,1.04851968
0,54,3,15.6,17.12,69.09090909,8.085,1.2037564,5.0514464
0,27,2,6.5,5.35,20,11.445,0.48746544,2.07494144
0,53,3,35.1,22.47,150.9090909,12.075,0.9932527,18.9998952
0,40,2,27.3,17.12,52.72727273,17.325,5.5466763,5.1854088
0,46,2,11.7,21.4,30,5.46,0.66028248,1.21712448
0,36,2,6.5,3.21,30,7.665,0.94150947,1.69612872
0,27,3,7.8,2.14,23.63636364,4.725,0.084942,1.143792
0,36,3,5.2,10.7,22.72727273,6.09,0.6895185,0.915356
0,52,3,19.5,33.17,54.54545455,1.155,0.5662074,0.1997424
0,35,2,16.9,13.91,38.18181818,3.78,0.27625752,1.33503552
0,32,3,15.6,9.63,89.09090909,7.56,3.55170816,4.28553216
0,46,3,15.6,5.35,78.18181818,13.65,1.7856696,10.0924096
0,24,4,0,1.07,16.36363636,8.085,0.5785857,0.9441432
0,44,6,7.8,24.61,172.7272727,8.19,3.8195586,12.1298736
0,40,2,3.9,20.33,20.90909091,15.435,1.00638846,2.65124496
0,30,4,2.6,5.35,27.27272727,20.895,1.8420435,4.625556
0,54,2,24.7,26.75,80.90909091,4.935,0.48083585,3.9370396
0,27,2,11.7,2.14,18.18181818,3.675,0.12705,0.6188
0,30,3,1.3,4.28,14.54545455,15.435,0.69440448,1.84923648
0,45,2,24.7,11.77,71.81818182,7.875,0.946341,5.348616
0,26,3,3.9,1.07,21.81818182,20.055,2.62910736,2.50763136
0,36,4,16.9,7.49,47.27272727,9.66,1.81184432,3.41807232
0,31,3,7.8,9.63,22.72727273,4.41,0.7076685,0.483756
0,33,2,7.8,9.63,19.09090909,8.715,0.88157454,1.05500304
0,51,3,14.3,1.07,46.36363636,15.75,0.6572115,7.391124
0,41,2,28.6,9.63,66.36363636,15.015,4.50933483,6.98076808
0,47,4,0,20.33,20,4.41,0.03689532,0.92924832
0,43,2,9.1,23.54,29.09090909,3.045,0.08758464,0.88984064
0,31,3,11.7,0,41.81818182,1.68,0.29210368,0.51437568
0,37,4,9.1,5.35,34.54545455,15.855,1.67325818,4.52934768
0,29,3,6.5,6.42,22.72727273,7.14,0.853655,1.03428
0,30,2,5.2,7.49,17.27272727,4.305,0.34687312,0.51202112
0,50,2,22.1,23.54,60,3.36,1.7760864,0.6699264
0,26,2,2.6,5.35,16.36363636,6.3,0.6390252,0.5739552
0,33,2,7.8,12.84,30,4.41,0.1760913,1.2900888
0,45,2,13,9.63,62.72727273,6.72,0.49693248,4.16552448
0,44,2,3.9,10.7,21.81818182,11.13,0.80649888,1.95257088
0,53,3,40.3,14.98,226.3636364,8.19,5.1701364,15.7551264
0,31,2,11.7,8.56,27.27272727,8.61,0.1875258,2.3972208
0,44,2,2.6,17.12,27.27272727,10.185,1.7816766,1.4950416
0,36,2,19.5,0,60.90909091,13.86,4.52662452,5.30710752
0,36,3,11.7,7.49,24.54545455,1.785,0.35711577,0.17041752
0,44,3,23.4,24.61,60,10.08,1.98563904,4.88277504
0,36,2,20.8,9.63,43.63636364,7.98,1.78328832,2.26117632
0,28,2,13,2.14,29.09090909,4.935,0.15286656,1.43277056
0,32,3,15.6,9.63,61.81818182,21.105,3.45650052,11.24384352
0,40,4,16.9,19.26,22.72727273,5.985,0.41554425,1.124838
0,45,3,13,25.68,33.63636364,8.925,0.81817175,2.567578
0,33,3,11.7,8.56,48.18181818,14.175,1.44581085,6.1985196
0,39,5,13,19.26,111.8181818,18.165,3.65615778,18.98767728
0,34,3,15.6,3.21,57.27272727,19.11,6.71494824,6.15311424
0,49,3,22.1,24.61,37.27272727,9.975,0.55141515,3.5768564
0,42,2,27.3,22.47,41.81818182,6.51,1.16986188,1.96057888
0,33,2,10.4,1.07,20,7.035,0.44766854,1.14818704
0,36,4,9.1,0,24.54545455,2.31,0.15165414,0.48741264
0,54,5,16.9,18.19,212.7272727,8.085,8.9387298,11.0558448
0,40,4,19.5,19.26,57.27272727,14.07,6.15953646,3.48553296
0,35,3,13,4.28,23.63636364,3.255,0.03705988,0.80638688
0,41,3,11.7,12.84,29.09090909,6.93,1.73008704,0.70946304
0,49,4,29.9,11.77,104.5454545,4.2,0.790372,4.104672
0,38,3,14.3,8.56,44.54545455,1.365,0.32988956,0.37893856
0,40,4,15.6,19.26,58.18181818,6.09,1.08245632,2.93010432
0,48,3,11.7,27.82,13.63636364,4.515,0.01795035,0.6553716
0,56,2,23.4,36.38,103.6363636,8.925,3.986466,6.651216
0,25,2,1.3,0,15.45454545,1.68,0.01415216,0.27071616
0,43,2,29.9,2.14,82.72727273,14.385,0.69391322,12.36925872
0,28,2,0,0,12.72727273,11.025,0.3094938,1.2627888
0,51,3,28.6,4.28,71.81818182,7.665,0.3489035,5.697796
0,30,3,3.9,1.07,32.72727273,9.03,0.46452384,2.82057984
0,40,2,7.8,18.19,16.36363636,13.65,0.1585584,2.2973184
0,35,3,2.6,9.63,33.63636364,4.725,1.00933965,0.8640684
0,28,2,10.4,4.28,22.72727273,4.935,0.25449325,1.003262
0,38,2,11.7,1.07,36.36363636,10.29,2.3905728,2.0220928
0,31,2,11.7,2.14,30,5.04,0.83948832,0.92581632
0,29,3,10.4,4.28,34.54545455,7.245,0.44099418,2.34784368
0,47,2,22.1,0,56.36363636,15.75,2.948286,7.137936
0,39,2,11.7,8.56,51.81818182,5.775,1.64252055,1.8486468
0,32,5,9.1,10.7,27.27272727,16.485,0.3191496,4.6240896
0,33,2,9.1,2.14,18.18181818,12.915,0.133947,2.443272
0,37,2,13,17.12,35.45454545,5.985,0.26360334,2.08535184
0,35,2,2.6,10.7,21.81818182,10.08,1.26010368,1.31309568
0,48,4,5.2,18.19,66.36363636,5.67,2.69017848,1.78746048
0,43,2,31.2,12.84,75.45454545,14.7,7.9721334,5.2327184
0,44,3,14.3,5.35,66.36363636,7.14,3.47172232,2.17860032
0,43,5,11.7,13.91,42.72727273,5.25,0.528891,1.989416
0,49,2,35.1,8.56,102.7272727,9.66,2.88062764,8.33592864
0,36,2,3.9,14.98,32.72727273,4.935,0.75546108,1.11035808
0,38,2,9.1,2.14,39.09090909,6.51,1.2580854,1.6913104
0,40,3,9.1,4.28,58.18181818,3.15,0.7875648,1.3198848
0,48,2,11.7,24.61,28.18181818,14.49,1.95667164,2.76735264
0,46,3,22.1,0,117.2727273,2.625,0.66728475,2.780466
0,37,4,13,16.05,35.45454545,10.92,1.9385652,2.5520352
0,38,2,26,16.05,54.54545455,5.67,1.2780504,2.2711104
0,43,3,9.1,18.19,57.27272727,16.17,5.61144276,5.26702176
0,27,2,1.3,1.07,17.27272727,7.245,0.23001495,1.1657412
0,47,3,2.6,20.33,26.36363636,5.67,0.53624538,1.16773488
0,50,3,39,14.98,134.5454545,7.56,4.80937248,6.94856448
0,40,2,23.4,7.49,40.90909091,7.35,0.647955,2.71908
0,31,2,7.8,4.28,41.81818182,5.67,1.41565644,1.36659744
0,44,5,19.5,8.56,169.0909091,3.78,2.90867544,4.46382144
0,33,2,14.3,12.84,42.72727273,11.445,3.46514597,2.34961272
0,42,2,3.9,13.91,20.90909091,7.245,0.49542966,1.22465616
0,28,2,2.6,6.42,19.09090909,20.79,1.23767028,3.26053728
0,27,2,7.8,6.42,20,21.21,2.73701516,2.26928416
0,55,5,9.1,11.77,55.45454545,8.295,2.26825511,3.06218536
0,52,4,23.4,28.89,92.72727273,14.805,6.99569244,8.94445344
0,39,4,15.6,8.56,75.45454545,4.305,0.38705722,3.20644272
0,43,2,31.2,16.05,90.90909091,12.075,6.1226,6.6976
0,43,3,7.8,1.07,17.27272727,6.615,0.15063048,1.11541248
0,38,2,9.1,18.19,36.36363636,10.395,2.0508048,2.3557248
0,43,2,1.3,17.12,17.27272727,4.62,0.29234084,0.61817184
0,55,3,20.8,33.17,40,5.88,1.61295904,1.17621504
0,33,3,7.8,5.35,22.72727273,12.075,2.82126625,0.56511
0,30,3,6.5,6.42,22.72727273,3.045,0.40967575,0.401882
0,50,2,36.4,26.75,63.63636364,12.6,5.244624,4.228224
0,33,2,14.3,6.42,30.90909091,7.14,0.36088008,2.09430208
0,29,2,7.8,6.42,39.09090909,5.145,1.06822793,1.27313368
0,45,2,14.3,18.19,33.63636364,1.365,0.21767174,0.31315024
